Province,Date,Weather Code,Max Temp (°C),Min Temp (°C),Max Apparent Temp (°C),Min Apparent Temp (°C),Sunrise,Sunset,Daylight Duration (s),Sunshine Duration (s),UV Index Max,UV Index Clear Sky Max,Precipitation (mm),Rain (mm),Showers (mm),Snowfall (mm),Precipitation Hours,Precipitation Probability Max (%),Max Wind Speed (m/s),Max Wind Gusts (m/s),Dominant Wind Direction (°),Shortwave Radiation Sum (MJ/m²),Reference Evapotranspiration (mm)
Hai Phong,2022-01-01,3,21.1,12.6,20.5,12.4,2022-01-01T06:30,2022-01-01T17:23,39206.66,13284.42,,,0.0,0.0,0.0,0.0,0.0,,13.9,26.3,51,8.34,1.86
Hai Phong,2022-01-02,3,23.1,13.2,24.4,12.5,2022-01-02T06:30,2022-01-02T17:24,39224.5,34425.02,,,0.0,0.0,0.0,0.0,0.0,,13.4,26.6,77,14.14,2.63
Hai Phong,2022-01-03,3,22.0,13.0,22.4,13.0,2022-01-03T06:30,2022-01-03T17:24,39243.89,19038.34,,,0.0,0.0,0.0,0.0,0.0,,10.4,22.3,69,9.36,1.83
Hai Phong,2022-01-04,51,23.6,14.1,24.6,14.0,2022-01-04T06:30,2022-01-04T17:25,39265.04,24465.04,,,0.4,0.4,0.0,0.0,4.0,,14.1,27.7,93,9.73,1.87
Hai Phong,2022-01-05,51,23.3,16.5,25.1,17.8,2022-01-05T06:31,2022-01-05T17:25,39288.02,16476.04,,,1.1,1.1,0.0,0.0,5.0,,8.7,19.4,106,8.32,1.64
Hai Phong,2022-01-06,51,24.3,16.5,25.8,17.5,2022-01-06T06:31,2022-01-06T17:26,39312.75,21797.81,,,1.0,1.0,0.0,0.0,4.0,,14.0,27.0,91,10.86,2.13
Hai Phong,2022-01-07,3,23.2,17.7,22.7,17.4,2022-01-07T06:31,2022-01-07T17:27,39339.18,36000.0,,,0.0,0.0,0.0,0.0,0.0,,22.0,42.8,90,14.58,2.87
Hai Phong,2022-01-08,51,23.1,17.3,22.8,16.5,2022-01-08T06:31,2022-01-08T17:27,39367.27,36000.0,,,0.1,0.1,0.0,0.0,1.0,,20.5,41.0,89,13.07,2.78
Hai Phong,2022-01-09,51,18.6,16.0,18.6,15.7,2022-01-09T06:31,2022-01-09T17:28,39396.94,568.06,,,0.5,0.5,0.0,0.0,3.0,,9.8,20.5,29,5.08,1.27
Hai Phong,2022-01-10,51,21.4,15.5,23.2,14.1,2022-01-10T06:32,2022-01-10T17:29,39428.14,0.0,,,1.1,1.1,0.0,0.0,6.0,,13.7,24.5,29,6.15,1.36
Hai Phong,2022-01-11,53,19.1,13.1,18.5,12.2,2022-01-11T06:32,2022-01-11T17:29,39460.84,26940.75,,,1.0,1.0,0.0,0.0,4.0,,10.4,22.3,36,10.49,2.08
Hai Phong,2022-01-12,3,20.1,11.6,20.1,10.6,2022-01-12T06:32,2022-01-12T17:30,39494.94,17170.46,,,0.0,0.0,0.0,0.0,0.0,,11.4,23.8,88,8.66,1.8
Hai Phong,2022-01-13,51,18.6,15.2,18.2,15.7,2022-01-13T06:32,2022-01-13T17:31,39530.41,0.0,,,1.0,1.0,0.0,0.0,10.0,,10.6,21.2,47,4.37,1.1
Hai Phong,2022-01-14,3,20.5,14.8,21.3,15.0,2022-01-14T06:32,2022-01-14T17:31,39567.19,0.0,,,0.0,0.0,0.0,0.0,0.0,,9.2,18.0,77,5.43,1.21
Hai Phong,2022-01-15,51,23.1,16.6,25.3,17.9,2022-01-15T06:32,2022-01-15T17:32,39605.22,442.81,,,0.8,0.8,0.0,0.0,7.0,,8.2,16.9,103,5.63,1.22
Hai Phong,2022-01-16,53,25.0,16.8,26.8,17.0,2022-01-16T06:32,2022-01-16T17:33,39644.45,25200.0,,,2.9,2.9,0.0,0.0,13.0,,15.5,28.8,104,11.35,2.21
Hai Phong,2022-01-17,61,16.8,14.2,17.1,13.2,2022-01-17T06:32,2022-01-17T17:33,39684.83,0.0,,,6.5,6.5,0.0,0.0,13.0,,13.4,24.1,353,3.07,0.86
Hai Phong,2022-01-18,53,20.7,13.3,20.5,12.4,2022-01-18T06:32,2022-01-18T17:34,39726.29,30641.63,,,0.8,0.8,0.0,0.0,2.0,,10.5,23.4,7,13.52,2.5
Hai Phong,2022-01-19,3,22.1,10.4,22.5,9.7,2022-01-19T06:32,2022-01-19T17:35,39768.79,36000.0,,,0.0,0.0,0.0,0.0,0.0,,13.9,27.7,70,16.74,2.91
Hai Phong,2022-01-20,51,20.4,12.7,19.2,11.9,2022-01-20T06:32,2022-01-20T17:35,39812.27,10262.24,,,0.2,0.2,0.0,0.0,1.0,,16.9,33.8,82,7.05,1.57
Hai Phong,2022-01-21,61,20.1,15.8,19.9,15.7,2022-01-21T06:32,2022-01-21T17:36,39856.67,0.0,,,6.5,6.5,0.0,0.0,11.0,,16.9,34.2,90,4.4,1.02
Hai Phong,2022-01-22,65,23.4,17.7,25.3,18.3,2022-01-22T06:32,2022-01-22T17:37,39901.95,15609.1,,,16.5,16.5,0.0,0.0,13.0,,13.8,27.0,130,8.68,1.69
Hai Phong,2022-01-23,55,23.4,18.7,26.5,20.8,2022-01-23T06:32,2022-01-23T17:37,39948.07,9194.43,,,2.4,2.4,0.0,0.0,7.0,,9.7,20.9,105,6.91,1.37
Hai Phong,2022-01-24,53,23.7,18.8,25.7,19.3,2022-01-24T06:32,2022-01-24T17:38,39995.46,15867.19,,,1.0,1.0,0.0,0.0,4.0,,16.8,31.0,97,8.01,1.66
Hai Phong,2022-01-25,51,23.2,18.1,24.3,17.7,2022-01-25T06:31,2022-01-25T17:39,40044.3,30973.91,,,0.1,0.1,0.0,0.0,1.0,,17.8,36.4,91,14.51,2.78
Hai Phong,2022-01-26,51,22.6,18.1,23.6,18.6,2022-01-26T06:31,2022-01-26T17:39,40094.5,8957.3,,,0.2,0.2,0.0,0.0,2.0,,17.2,33.8,101,7.75,1.57
Hai Phong,2022-01-27,51,24.0,18.9,25.6,20.6,2022-01-27T06:31,2022-01-27T17:40,40145.97,24315.59,,,0.5,0.5,0.0,0.0,4.0,,18.5,36.7,106,11.03,2.02
Hai Phong,2022-01-28,51,23.1,18.5,24.1,19.2,2022-01-28T06:31,2022-01-28T17:41,40198.66,26222.46,,,0.7,0.7,0.0,0.0,5.0,,19.0,37.1,101,10.99,2.0
Hai Phong,2022-01-29,63,19.7,13.4,19.2,11.8,2022-01-29T06:30,2022-01-29T17:41,40252.47,1260.08,,,4.2,4.2,0.0,0.0,6.0,,20.5,40.3,63,5.67,1.54
Hai Phong,2022-01-30,55,14.4,11.3,14.1,9.4,2022-01-30T06:30,2022-01-30T17:42,40307.34,0.0,,,2.9,2.9,0.0,0.0,14.0,,9.6,19.8,353,4.78,1.0
Hai Phong,2022-01-31,65,13.0,11.3,12.1,9.5,2022-01-31T06:30,2022-01-31T17:42,40363.2,102.88,,,18.0,18.0,0.0,0.0,16.0,,12.4,24.8,3,4.17,0.89
Hai Phong,2022-02-01,51,14.9,10.8,14.2,9.2,2022-02-01T06:29,2022-02-01T17:43,40419.97,0.0,,,0.2,0.2,0.0,0.0,2.0,,7.2,18.4,349,5.46,1.12
Hai Phong,2022-02-02,61,14.6,11.6,13.1,9.9,2022-02-02T06:29,2022-02-02T17:44,40477.59,2152.61,,,2.8,2.8,0.0,0.0,5.0,,10.5,22.7,358,5.16,1.09
Hai Phong,2022-02-03,3,16.1,10.6,15.5,8.5,2022-02-03T06:29,2022-02-03T17:44,40535.97,6232.01,,,0.0,0.0,0.0,0.0,0.0,,8.9,16.9,356,8.13,1.5
Hai Phong,2022-02-04,3,16.9,11.5,15.3,9.9,2022-02-04T06:28,2022-02-04T17:45,40595.05,10242.44,,,0.0,0.0,0.0,0.0,0.0,,9.9,18.7,14,9.28,1.85
Hai Phong,2022-02-05,51,16.9,12.7,16.1,11.0,2022-02-05T06:28,2022-02-05T17:45,40654.77,2125.83,,,0.4,0.4,0.0,0.0,3.0,,10.5,18.7,59,7.83,1.7
Hai Phong,2022-02-06,61,16.2,12.9,16.5,12.1,2022-02-06T06:28,2022-02-06T17:46,40715.06,0.0,,,9.4,9.4,0.0,0.0,20.0,,12.3,24.1,13,3.57,0.74
Hai Phong,2022-02-07,51,22.5,15.4,24.6,15.8,2022-02-07T06:27,2022-02-07T17:47,40775.85,2537.88,,,0.3,0.3,0.0,0.0,3.0,,14.5,28.4,23,7.15,1.48
Hai Phong,2022-02-08,53,19.6,15.3,19.0,14.3,2022-02-08T06:27,2022-02-08T17:47,40837.08,158.38,,,3.2,3.2,0.0,0.0,14.0,,16.3,31.0,79,5.29,1.3
Hai Phong,2022-02-09,53,16.3,14.0,15.8,13.5,2022-02-09T06:26,2022-02-09T17:48,40898.68,334.07,,,3.6,3.6,0.0,0.0,14.0,,14.1,24.5,360,5.1,1.07
Hai Phong,2022-02-10,51,19.0,13.2,19.7,13.1,2022-02-10T06:26,2022-02-10T17:48,40960.59,0.0,,,1.1,1.1,0.0,0.0,7.0,,8.0,16.2,72,6.22,1.23
Hai Phong,2022-02-11,51,21.6,15.7,23.2,16.8,2022-02-11T06:25,2022-02-11T17:49,41022.74,582.99,,,1.1,1.1,0.0,0.0,10.0,,13.7,23.8,72,7.19,1.46
Hai Phong,2022-02-12,53,20.1,16.8,19.3,16.7,2022-02-12T06:25,2022-02-12T17:49,41085.1,0.0,,,3.1,3.1,0.0,0.0,13.0,,22.0,41.0,78,5.09,1.16
Hai Phong,2022-02-13,55,17.0,12.6,17.4,11.8,2022-02-13T06:24,2022-02-13T17:50,41148.16,0.0,,,6.0,6.0,0.0,0.0,16.0,,17.2,29.9,25,3.49,0.81
Hai Phong,2022-02-14,51,20.4,12.0,21.9,10.9,2022-02-14T06:24,2022-02-14T17:50,41212.13,32618.13,,,1.0,1.0,0.0,0.0,4.0,,10.8,23.4,58,15.8,2.67
Hai Phong,2022-02-15,51,18.9,12.2,19.5,11.9,2022-02-15T06:23,2022-02-15T17:51,41276.94,0.0,,,0.4,0.4,0.0,0.0,4.0,,7.9,17.6,18,5.13,1.14
Hai Phong,2022-02-16,53,19.3,16.2,20.6,17.3,2022-02-16T06:22,2022-02-16T17:51,41342.53,0.0,,,5.7,5.7,0.0,0.0,17.0,,11.4,21.6,63,2.74,0.65
Hai Phong,2022-02-17,51,22.5,18.3,25.3,20.6,2022-02-17T06:22,2022-02-17T17:52,41408.82,0.0,,,1.0,1.0,0.0,0.0,8.0,,11.4,21.6,97,5.21,1.1
Hai Phong,2022-02-18,61,22.8,18.4,25.8,17.8,2022-02-18T06:21,2022-02-18T17:52,41475.75,0.0,,,6.9,6.9,0.0,0.0,16.0,,20.6,35.6,106,3.81,0.92
Hai Phong,2022-02-19,65,18.3,10.0,18.3,7.4,2022-02-19T06:20,2022-02-19T17:53,41543.26,2020.3,,,49.8,49.8,0.0,0.0,18.0,,22.0,39.6,26,4.65,1.07
Hai Phong,2022-02-20,61,9.7,7.6,6.8,4.8,2022-02-20T06:20,2022-02-20T17:53,41611.29,0.0,,,17.3,17.3,0.0,0.0,22.0,,15.0,29.9,9,2.89,0.75
Hai Phong,2022-02-21,51,15.0,6.9,12.9,5.0,2022-02-21T06:19,2022-02-21T17:54,41679.77,17825.5,,,0.3,0.3,0.0,0.0,1.0,,15.3,27.0,1,11.57,2.07
Hai Phong,2022-02-22,3,13.7,9.4,11.1,6.3,2022-02-22T06:18,2022-02-22T17:54,41748.65,1718.7,,,0.0,0.0,0.0,0.0,0.0,,14.1,25.9,360,8.02,1.84
Hai Phong,2022-02-23,3,16.8,7.6,15.1,3.9,2022-02-23T06:18,2022-02-23T17:55,41817.86,37314.48,,,0.0,0.0,0.0,0.0,0.0,,14.6,29.9,7,20.19,3.39
Hai Phong,2022-02-24,3,18.7,7.0,18.4,4.4,2022-02-24T06:17,2022-02-24T17:55,41887.35,36668.59,,,0.0,0.0,0.0,0.0,0.0,,14.0,27.0,42,19.01,3.07
Hai Phong,2022-02-25,3,19.5,7.2,20.0,5.4,2022-02-25T06:16,2022-02-25T17:55,41957.05,37393.02,,,0.0,0.0,0.0,0.0,0.0,,13.4,29.2,67,19.47,3.16
Hai Phong,2022-02-26,3,21.3,8.8,21.4,7.3,2022-02-26T06:15,2022-02-26T17:56,42026.92,35358.36,,,0.0,0.0,0.0,0.0,0.0,,12.1,24.1,70,16.43,2.89
Hai Phong,2022-02-27,51,21.8,11.8,23.4,11.2,2022-02-27T06:15,2022-02-27T17:56,42096.88,37292.02,,,0.1,0.1,0.0,0.0,1.0,,11.5,26.3,125,17.67,3.07
Hai Phong,2022-02-28,51,23.6,12.5,24.9,12.2,2022-02-28T06:14,2022-02-28T17:57,42166.89,23602.01,,,0.1,0.1,0.0,0.0,1.0,,13.6,26.6,126,12.33,2.37
Hai Phong,2022-03-01,51,23.3,15.3,25.5,15.9,2022-03-01T06:13,2022-03-01T17:57,42236.89,18213.42,,,0.8,0.8,0.0,0.0,6.0,,11.2,23.4,109,10.41,2.05
Hai Phong,2022-03-02,51,24.9,15.5,27.5,16.3,2022-03-02T06:12,2022-03-02T17:58,42306.82,33566.3,,,0.1,0.1,0.0,0.0,1.0,,11.4,25.2,101,16.87,3.1
Hai Phong,2022-03-03,3,25.5,15.2,27.8,16.7,2022-03-03T06:12,2022-03-03T17:58,42376.63,35447.32,,,0.0,0.0,0.0,0.0,0.0,,13.7,29.5,135,16.52,3.03
Hai Phong,2022-03-04,51,23.3,16.7,25.4,18.2,2022-03-04T06:11,2022-03-04T17:58,42446.28,1740.14,,,0.3,0.3,0.0,0.0,2.0,,12.9,25.6,122,7.72,1.6
Hai Phong,2022-03-05,51,23.0,18.5,25.0,20.8,2022-03-05T06:10,2022-03-05T17:59,42516.23,256.86,,,0.2,0.2,0.0,0.0,2.0,,12.6,25.9,114,6.14,1.35
Hai Phong,2022-03-06,51,24.0,18.0,26.2,20.2,2022-03-06T06:09,2022-03-06T17:59,42586.71,517.43,,,1.2,1.2,0.0,0.0,6.0,,15.1,29.9,111,4.93,1.12
Hai Phong,2022-03-07,63,24.8,16.7,26.1,17.5,2022-03-07T06:08,2022-03-07T17:59,42657.64,18875.78,,,8.5,8.5,0.0,0.0,8.0,,21.9,41.0,28,11.24,2.37
Hai Phong,2022-03-08,3,22.7,13.9,23.4,13.5,2022-03-08T06:08,2022-03-08T18:00,42728.98,38145.12,,,0.0,0.0,0.0,0.0,0.0,,15.2,32.4,109,20.67,3.68
Hai Phong,2022-03-09,51,22.7,14.9,23.1,15.2,2022-03-09T06:07,2022-03-09T18:00,42800.67,5451.21,,,0.1,0.1,0.0,0.0,1.0,,15.9,30.2,105,9.42,1.99
Hai Phong,2022-03-10,51,22.7,17.1,23.4,17.7,2022-03-10T06:06,2022-03-10T18:00,42872.67,1941.44,,,0.3,0.3,0.0,0.0,3.0,,16.7,31.0,103,7.48,1.64
Hai Phong,2022-03-11,3,24.3,18.4,25.8,20.1,2022-03-11T06:05,2022-03-11T18:01,42944.92,25265.0,,,0.0,0.0,0.0,0.0,0.0,,12.3,25.9,116,12.51,2.43
Hai Phong,2022-03-12,3,25.7,17.9,28.0,19.8,2022-03-12T06:04,2022-03-12T18:01,43017.38,37221.35,,,0.0,0.0,0.0,0.0,0.0,,13.8,29.5,125,17.33,3.25
Hai Phong,2022-03-13,51,25.6,18.6,27.4,20.6,2022-03-13T06:03,2022-03-13T18:01,43089.98,35610.91,,,0.4,0.4,0.0,0.0,3.0,,14.6,29.9,125,13.55,2.63
Hai Phong,2022-03-14,51,26.5,17.7,29.4,19.5,2022-03-14T06:02,2022-03-14T18:02,43162.7,28072.15,,,0.4,0.4,0.0,0.0,4.0,,11.5,25.9,126,14.81,2.89
Hai Phong,2022-03-15,51,28.0,19.1,32.0,21.7,2022-03-15T06:02,2022-03-15T18:02,43235.47,30737.04,,,0.4,0.4,0.0,0.0,3.0,,12.8,25.9,151,15.94,3.25
Hai Phong,2022-03-16,55,23.5,20.4,26.0,23.0,2022-03-16T06:01,2022-03-16T18:02,43308.24,3533.14,,,3.4,3.4,0.0,0.0,8.0,,13.6,26.6,149,5.98,1.23
Hai Phong,2022-03-17,51,26.6,20.4,29.4,23.1,2022-03-17T06:00,2022-03-17T18:03,43380.97,23461.99,,,0.7,0.7,0.0,0.0,6.0,,14.5,29.2,136,12.11,2.42
Hai Phong,2022-03-18,61,26.2,19.9,29.8,22.9,2022-03-18T05:59,2022-03-18T18:03,43453.61,15674.62,,,2.2,2.2,0.0,0.0,3.0,,13.2,27.7,147,11.67,2.29
Hai Phong,2022-03-19,51,26.6,19.2,29.5,22.1,2022-03-19T05:58,2022-03-19T18:03,43526.1,7200.0,,,0.3,0.3,0.0,0.0,2.0,,15.3,30.6,131,9.94,2.0
Hai Phong,2022-03-20,51,27.2,22.2,29.3,25.6,2022-03-20T05:57,2022-03-20T18:04,43598.4,29938.91,,,0.3,0.3,0.0,0.0,3.0,,25.5,47.5,140,14.27,2.73
Hai Phong,2022-03-21,3,27.7,22.5,31.0,25.9,2022-03-21T05:56,2022-03-21T18:04,43670.46,19166.95,,,0.0,0.0,0.0,0.0,0.0,,23.3,44.3,146,11.58,2.27
Hai Phong,2022-03-22,3,29.3,22.6,34.2,26.1,2022-03-22T05:55,2022-03-22T18:04,43742.23,37192.57,,,0.0,0.0,0.0,0.0,0.0,,17.3,34.9,136,18.05,3.51
Hai Phong,2022-03-23,63,24.0,16.7,27.5,17.7,2022-03-23T05:54,2022-03-23T18:05,43813.65,0.0,,,13.1,13.1,0.0,0.0,21.0,,15.1,27.4,26,5.42,1.21
Hai Phong,2022-03-24,51,22.8,16.6,24.1,17.6,2022-03-24T05:53,2022-03-24T18:05,43884.7,2910.03,,,0.6,0.6,0.0,0.0,3.0,,14.1,28.8,110,9.64,1.88
Hai Phong,2022-03-25,51,29.5,20.3,34.0,23.4,2022-03-25T05:53,2022-03-25T18:05,43955.81,19777.2,,,0.2,0.2,0.0,0.0,2.0,,15.7,32.4,160,13.32,2.69
Hai Phong,2022-03-26,3,32.5,21.0,41.1,24.4,2022-03-26T05:52,2022-03-26T18:05,44027.17,39910.25,,,0.0,0.0,0.0,0.0,0.0,,14.8,28.8,125,20.36,4.25
Hai Phong,2022-03-27,51,23.5,19.5,26.2,19.1,2022-03-27T05:51,2022-03-27T18:06,44098.73,0.0,,,0.3,0.3,0.0,0.0,1.0,,18.7,33.5,34,6.2,2.19
Hai Phong,2022-03-28,3,22.2,17.0,23.4,17.1,2022-03-28T05:50,2022-03-28T18:06,44170.45,23932.63,,,0.0,0.0,0.0,0.0,0.0,,12.8,23.8,68,13.02,2.67
Hai Phong,2022-03-29,51,23.3,17.6,25.1,18.8,2022-03-29T05:49,2022-03-29T18:06,44242.28,1895.83,,,0.4,0.4,0.0,0.0,4.0,,14.0,26.6,98,6.53,1.5
Hai Phong,2022-03-30,51,25.9,21.5,28.3,24.5,2022-03-30T05:48,2022-03-30T18:07,44314.17,8844.14,,,2.0,2.0,0.0,0.0,11.0,,17.1,33.5,98,9.12,1.91
Hai Phong,2022-03-31,55,27.4,21.2,31.1,22.2,2022-03-31T05:47,2022-03-31T18:07,44386.08,36099.42,,,3.4,3.4,0.0,0.0,8.0,,17.8,36.0,69,15.7,3.13
Hai Phong,2022-04-01,65,21.1,15.4,21.2,14.5,2022-04-01T05:46,2022-04-01T18:07,44457.96,0.0,,,22.2,22.2,0.0,0.0,17.0,,16.9,29.9,13,4.73,1.66
Hai Phong,2022-04-02,51,19.2,13.6,16.7,12.6,2022-04-02T05:45,2022-04-02T18:08,44529.75,18606.99,,,0.2,0.2,0.0,0.0,2.0,,20.7,40.3,5,12.38,2.89
Hai Phong,2022-04-03,3,23.2,12.3,23.8,11.1,2022-04-03T05:45,2022-04-03T18:08,44601.43,40936.8,,,0.0,0.0,0.0,0.0,0.0,,19.8,37.4,48,21.32,4.03
Hai Phong,2022-04-04,0,23.9,13.6,24.8,13.4,2022-04-04T05:44,2022-04-04T18:08,44672.93,41530.3,,,0.0,0.0,0.0,0.0,0.0,,16.9,32.4,85,22.11,4.32
Hai Phong,2022-04-05,3,25.5,15.0,27.9,15.0,2022-04-05T05:43,2022-04-05T18:08,44744.21,41106.16,,,0.0,0.0,0.0,0.0,0.0,,11.6,24.1,68,21.65,4.26
Hai Phong,2022-04-06,3,29.3,15.2,30.3,14.3,2022-04-06T05:42,2022-04-06T18:09,44815.23,34693.9,,,0.0,0.0,0.0,0.0,0.0,,14.3,28.4,350,20.1,4.3
Hai Phong,2022-04-07,3,29.6,17.1,30.9,18.2,2022-04-07T05:41,2022-04-07T18:09,44885.92,41515.24,,,0.0,0.0,0.0,0.0,0.0,,13.5,28.1,52,20.31,4.33
Hai Phong,2022-04-08,3,28.4,15.3,32.3,16.3,2022-04-08T05:40,2022-04-08T18:09,44956.24,42137.58,,,0.0,0.0,0.0,0.0,0.0,,13.0,25.6,117,22.4,4.49
Hai Phong,2022-04-09,0,26.9,16.6,29.7,17.9,2022-04-09T05:39,2022-04-09T18:10,45026.14,42429.83,,,0.0,0.0,0.0,0.0,0.0,,15.3,31.7,114,22.93,4.48
Hai Phong,2022-04-10,2,27.8,17.2,30.7,18.1,2022-04-10T05:38,2022-04-10T18:10,45095.57,42101.52,,,0.0,0.0,0.0,0.0,0.0,,15.8,32.0,136,21.09,4.13
Hai Phong,2022-04-11,51,26.5,18.3,29.3,20.3,2022-04-11T05:38,2022-04-11T18:10,45164.46,40514.22,,,0.2,0.2,0.0,0.0,2.0,,13.7,29.5,135,17.76,3.51
Hai Phong,2022-04-12,51,26.3,20.0,28.6,22.7,2022-04-12T05:37,2022-04-12T18:11,45232.79,26662.41,,,0.5,0.5,0.0,0.0,5.0,,17.9,33.8,145,12.88,2.69
Hai Phong,2022-04-13,51,31.6,21.2,36.6,24.9,2022-04-13T05:36,2022-04-13T18:11,45300.5,32565.12,,,0.3,0.3,0.0,0.0,3.0,,13.0,25.2,104,17.44,3.74
Hai Phong,2022-04-14,3,28.4,20.8,33.0,24.1,2022-04-14T05:35,2022-04-14T18:11,45368.01,37112.64,,,0.0,0.0,0.0,0.0,0.0,,14.5,31.3,126,21.31,4.18
Hai Phong,2022-04-15,51,27.9,22.4,30.6,26.3,2022-04-15T05:34,2022-04-15T18:12,45435.5,17449.87,,,0.7,0.7,0.0,0.0,5.0,,21.1,40.7,123,11.25,2.46
Hai Phong,2022-04-16,65,26.7,20.4,29.2,22.1,2022-04-16T05:34,2022-04-16T18:12,45502.92,322.77,,,143.7,143.7,0.0,0.0,18.0,,25.1,44.6,119,6.23,1.51
Hai Phong,2022-04-17,51,22.6,17.9,25.4,18.6,2022-04-17T05:33,2022-04-17T18:12,45570.22,0.0,,,0.9,0.9,0.0,0.0,7.0,,11.0,22.3,351,5.12,1.24
Hai Phong,2022-04-18,61,22.7,17.3,23.8,17.6,2022-04-18T05:32,2022-04-18T18:13,45637.36,5264.36,,,4.0,4.0,0.0,0.0,9.0,,11.0,20.9,357,10.48,2.23
Hai Phong,2022-04-19,3,24.5,15.9,26.0,15.6,2022-04-19T05:31,2022-04-19T18:13,45704.28,33371.64,,,0.0,0.0,0.0,0.0,0.0,,12.8,23.4,67,14.8,3.03
Hai Phong,2022-04-20,3,25.9,18.1,28.3,19.3,2022-04-20T05:30,2022-04-20T18:13,45770.95,35196.55,,,0.0,0.0,0.0,0.0,0.0,,13.5,24.8,77,15.18,3.04
Hai Phong,2022-04-21,51,26.2,19.1,29.0,21.1,2022-04-21T05:30,2022-04-21T18:14,45837.3,16244.16,,,0.7,0.7,0.0,0.0,5.0,,13.9,29.2,119,12.68,2.63
Hai Phong,2022-04-22,53,27.8,21.8,30.7,25.1,2022-04-22T05:29,2022-04-22T18:14,45903.28,30787.65,,,2.6,2.6,0.0,0.0,8.0,,25.0,47.2,162,16.42,3.17
Hai Phong,2022-04-23,53,29.6,22.7,34.4,26.7,2022-04-23T05:28,2022-04-23T18:14,45968.85,35168.59,,,1.1,1.1,0.0,0.0,6.0,,18.2,35.3,147,18.32,3.66
Hai Phong,2022-04-24,51,30.3,23.4,34.8,27.7,2022-04-24T05:27,2022-04-24T18:15,46033.95,34240.33,,,0.2,0.2,0.0,0.0,2.0,,21.0,40.0,148,18.3,3.65
Hai Phong,2022-04-25,1,30.9,24.5,37.0,28.6,2022-04-25T05:27,2022-04-25T18:15,46098.53,42815.55,,,0.0,0.0,0.0,0.0,0.0,,19.4,37.8,157,22.72,4.6
Hai Phong,2022-04-26,0,31.9,24.4,40.1,28.6,2022-04-26T05:26,2022-04-26T18:15,46162.53,42835.16,,,0.0,0.0,0.0,0.0,0.0,,15.0,31.3,131,23.67,4.84
Hai Phong,2022-04-27,51,29.9,24.8,35.3,28.8,2022-04-27T05:25,2022-04-27T18:16,46225.9,39538.35,,,0.3,0.3,0.0,0.0,3.0,,19.8,37.8,131,18.2,3.69
Hai Phong,2022-04-28,51,30.0,24.7,34.2,29.6,2022-04-28T05:25,2022-04-28T18:16,46288.58,26155.56,,,0.2,0.2,0.0,0.0,2.0,,21.2,41.0,145,15.1,3.16
Hai Phong,2022-04-29,51,30.9,24.0,35.8,29.1,2022-04-29T05:24,2022-04-29T18:16,46350.52,31408.16,,,0.6,0.6,0.0,0.0,5.0,,22.0,43.2,143,19.62,4.07
Hai Phong,2022-04-30,63,30.0,24.1,35.3,29.5,2022-04-30T05:23,2022-04-30T18:17,46411.64,28062.52,,,6.3,6.3,0.0,0.0,8.0,,17.3,34.2,145,15.27,3.19
Hai Phong,2022-05-01,63,23.8,18.9,27.6,18.3,2022-05-01T05:23,2022-05-01T18:17,46471.91,0.0,,,25.3,25.3,0.0,0.0,13.0,,20.9,37.8,15,5.74,2.03
Hai Phong,2022-05-02,3,25.5,18.7,25.7,18.3,2022-05-02T05:22,2022-05-02T18:18,46531.26,28782.1,,,0.0,0.0,0.0,0.0,0.0,,14.0,27.0,15,16.43,3.92
Hai Phong,2022-05-03,3,27.2,16.1,29.0,16.0,2022-05-03T05:22,2022-05-03T18:18,46589.63,42977.86,,,0.0,0.0,0.0,0.0,0.0,,14.7,28.8,74,22.49,4.62
Hai Phong,2022-05-04,3,28.4,17.8,31.9,18.7,2022-05-04T05:21,2022-05-04T18:18,46647.43,42999.21,,,0.0,0.0,0.0,0.0,0.0,,15.7,29.9,78,24.89,5.02
Hai Phong,2022-05-05,3,28.0,18.5,32.1,20.8,2022-05-05T05:20,2022-05-05T18:19,46704.8,43020.86,,,0.0,0.0,0.0,0.0,0.0,,13.4,29.2,109,23.7,4.6
Hai Phong,2022-05-06,51,28.9,19.8,33.9,22.7,2022-05-06T05:20,2022-05-06T18:19,46761.7,37140.13,,,1.5,1.5,0.0,0.0,6.0,,12.4,24.8,105,19.16,3.93
Hai Phong,2022-05-07,53,28.0,22.9,32.3,27.3,2022-05-07T05:19,2022-05-07T18:20,46818.07,28569.84,,,3.0,3.0,0.0,0.0,12.0,,17.7,34.9,108,15.37,3.16
Hai Phong,2022-05-08,61,27.4,23.9,31.3,27.6,2022-05-08T05:19,2022-05-08T18:20,46873.89,20526.0,,,4.6,4.6,0.0,0.0,13.0,,16.2,31.3,135,12.23,2.52
Hai Phong,2022-05-09,63,28.1,23.6,32.0,27.4,2022-05-09T05:18,2022-05-09T18:20,46929.07,28800.0,,,12.8,12.8,0.0,0.0,16.0,,19.9,38.5,148,16.59,3.36
Hai Phong,2022-05-10,63,29.1,24.5,34.9,29.1,2022-05-10T05:18,2022-05-10T18:21,46983.59,14400.0,,,14.9,14.9,0.0,0.0,17.0,,17.0,31.7,167,10.67,2.26
Hai Phong,2022-05-11,63,31.7,24.2,39.1,29.1,2022-05-11T05:17,2022-05-11T18:21,47037.38,33281.98,,,9.6,9.6,0.0,0.0,9.0,,15.2,29.9,131,18.21,3.9
