Province,Date,Weather Code,Max Temp (°C),Min Temp (°C),Max Apparent Temp (°C),Min Apparent Temp (°C),Sunrise,Sunset,Daylight Duration (s),Sunshine Duration (s),UV Index Max,UV Index Clear Sky Max,Precipitation (mm),Rain (mm),Showers (mm),Snowfall (mm),Precipitation Hours,Precipitation Probability Max (%),Max Wind Speed (m/s),Max Wind Gusts (m/s),Dominant Wind Direction (°),Shortwave Radiation Sum (MJ/m²),Reference Evapotranspiration (mm)
An Giang,2023-03-13,51,33.7,21.7,35.3,25.1,2023-03-13T06:07,2023-03-13T18:09,43337.74,37029.69,,,0.1,0.1,0.0,0.0,1.0,,17.6,34.9,81,23.13,6.06
An Giang,2023-03-14,3,32.7,20.7,36.9,23.7,2023-03-14T06:06,2023-03-14T18:09,43372.91,40921.77,,,0.0,0.0,0.0,0.0,0.0,,18.9,33.5,102,24.99,5.62
An Giang,2023-03-15,3,34.4,22.3,36.6,24.4,2023-03-15T06:06,2023-03-15T18:09,43408.02,40957.7,,,0.0,0.0,0.0,0.0,0.0,,17.5,31.3,119,24.01,6.17
An Giang,2023-03-16,3,34.5,22.7,36.7,25.8,2023-03-16T06:05,2023-03-16T18:09,43443.05,40879.08,,,0.0,0.0,0.0,0.0,0.0,,16.8,34.9,117,23.65,5.97
An Giang,2023-03-17,3,34.0,22.7,38.0,26.5,2023-03-17T06:05,2023-03-17T18:09,43477.97,37473.1,,,0.0,0.0,0.0,0.0,0.0,,15.6,27.4,124,21.06,5.4
An Giang,2023-03-18,51,34.0,23.0,37.4,27.0,2023-03-18T06:04,2023-03-18T18:09,43512.76,40895.62,,,0.2,0.2,0.0,0.0,2.0,,16.8,29.5,122,22.16,5.65
An Giang,2023-03-19,3,35.2,22.7,37.8,26.6,2023-03-19T06:04,2023-03-19T18:09,43547.4,41099.34,,,0.0,0.0,0.0,0.0,0.0,,15.0,33.5,117,22.58,5.83
An Giang,2023-03-20,3,34.5,23.5,39.3,28.1,2023-03-20T06:03,2023-03-20T18:09,43582.11,36049.41,,,0.0,0.0,0.0,0.0,0.0,,13.7,24.5,136,20.15,5.15
An Giang,2023-03-21,3,35.2,22.9,40.1,27.5,2023-03-21T06:02,2023-03-21T18:09,43616.98,41038.18,,,0.0,0.0,0.0,0.0,0.0,,15.5,33.5,157,23.68,5.7
An Giang,2023-03-22,3,36.4,24.3,41.2,28.6,2023-03-22T06:02,2023-03-22T18:09,43651.99,37296.66,,,0.0,0.0,0.0,0.0,0.0,,15.5,29.9,161,22.63,5.48
An Giang,2023-03-23,3,35.2,23.7,39.9,28.7,2023-03-23T06:01,2023-03-23T18:09,43687.11,39443.48,,,0.0,0.0,0.0,0.0,0.0,,10.8,26.3,166,23.63,5.55
An Giang,2023-03-24,3,35.4,23.6,40.7,28.3,2023-03-24T06:01,2023-03-24T18:09,43722.32,33519.46,,,0.0,0.0,0.0,0.0,0.0,,11.5,23.8,170,23.67,5.59
An Giang,2023-03-25,51,34.6,24.3,39.4,28.9,2023-03-25T06:00,2023-03-25T18:09,43757.61,40184.64,,,0.1,0.1,0.0,0.0,1.0,,12.9,24.5,156,22.41,5.4
An Giang,2023-03-26,3,35.0,22.1,39.4,25.9,2023-03-26T06:00,2023-03-26T18:09,43792.93,41342.96,,,0.0,0.0,0.0,0.0,0.0,,17.0,30.6,189,25.56,6.05
An Giang,2023-03-27,3,36.0,24.0,40.9,28.4,2023-03-27T05:59,2023-03-27T18:09,43828.29,41377.65,,,0.0,0.0,0.0,0.0,0.0,,14.0,29.2,145,24.4,6.09
An Giang,2023-03-28,51,35.2,24.6,40.3,29.8,2023-03-28T05:58,2023-03-28T18:09,43863.63,40163.93,,,0.8,0.8,0.0,0.0,5.0,,16.3,34.6,134,21.56,5.32
An Giang,2023-03-29,3,35.3,24.6,39.1,29.5,2023-03-29T05:58,2023-03-29T18:09,43898.96,41446.75,,,0.0,0.0,0.0,0.0,0.0,,14.2,34.6,113,24.37,5.91
An Giang,2023-03-30,51,34.4,23.9,40.3,28.0,2023-03-30T05:57,2023-03-30T18:09,43934.24,39164.15,,,0.5,0.5,0.0,0.0,2.0,,14.5,30.6,141,21.09,5.08
An Giang,2023-03-31,51,33.9,24.2,39.8,28.7,2023-03-31T05:56,2023-03-31T18:09,43969.45,41515.29,,,0.1,0.1,0.0,0.0,1.0,,13.8,24.8,141,22.73,5.23
An Giang,2023-04-01,3,34.6,22.5,39.5,26.4,2023-04-01T05:56,2023-04-01T18:09,44004.56,41549.29,,,0.0,0.0,0.0,0.0,0.0,,10.8,24.1,147,23.6,5.57
An Giang,2023-04-02,3,34.4,22.5,40.3,26.7,2023-04-02T05:55,2023-04-02T18:09,44039.56,41352.36,,,0.0,0.0,0.0,0.0,0.0,,14.5,32.0,148,25.03,5.77
An Giang,2023-04-03,63,33.9,24.9,39.9,29.7,2023-04-03T05:55,2023-04-03T18:09,44074.41,31627.5,,,11.2,11.2,0.0,0.0,5.0,,15.2,40.7,169,19.27,4.27
An Giang,2023-04-04,53,33.5,22.9,40.6,27.5,2023-04-04T05:54,2023-04-04T18:09,44109.09,35090.12,,,0.8,0.8,0.0,0.0,2.0,,13.7,25.9,165,23.93,5.28
An Giang,2023-04-05,51,33.7,24.3,40.7,29.1,2023-04-05T05:54,2023-04-05T18:09,44143.59,41683.06,,,0.8,0.8,0.0,0.0,3.0,,17.6,34.6,174,23.39,5.17
An Giang,2023-04-06,3,35.2,23.9,41.5,28.6,2023-04-06T05:53,2023-04-06T18:09,44177.87,41715.83,,,0.0,0.0,0.0,0.0,0.0,,15.5,27.0,156,24.78,5.75
An Giang,2023-04-07,51,34.5,24.6,39.5,30.1,2023-04-07T05:52,2023-04-07T18:09,44211.9,41748.29,,,0.1,0.1,0.0,0.0,1.0,,11.9,25.6,142,22.97,5.49
An Giang,2023-04-08,51,36.0,24.1,38.5,29.4,2023-04-08T05:52,2023-04-08T18:09,44245.68,41780.35,,,0.2,0.2,0.0,0.0,2.0,,15.9,33.5,123,24.12,6.27
An Giang,2023-04-09,63,34.8,23.9,41.2,28.2,2023-04-09T05:51,2023-04-09T18:09,44279.39,40305.09,,,7.3,7.3,0.0,0.0,5.0,,13.6,25.6,161,23.71,5.37
An Giang,2023-04-10,53,34.7,23.5,41.3,28.5,2023-04-10T05:51,2023-04-10T18:09,44313.15,37389.69,,,0.8,0.8,0.0,0.0,4.0,,20.1,38.2,162,21.27,4.92
An Giang,2023-04-11,61,33.8,24.1,40.6,28.9,2023-04-11T05:50,2023-04-11T18:09,44346.91,41528.59,,,2.3,2.3,0.0,0.0,4.0,,11.4,20.9,179,22.32,5.01
An Giang,2023-04-12,51,34.6,25.3,40.9,30.8,2023-04-12T05:50,2023-04-12T18:09,44380.67,41545.0,,,0.1,0.1,0.0,0.0,1.0,,16.4,32.8,192,20.64,4.88
An Giang,2023-04-13,63,35.0,24.2,41.9,28.4,2023-04-13T05:49,2023-04-13T18:09,44414.38,41938.12,,,5.3,5.3,0.0,0.0,3.0,,15.1,28.4,185,22.72,5.26
An Giang,2023-04-14,61,35.8,23.6,42.6,27.6,2023-04-14T05:49,2023-04-14T18:09,44448.03,40274.61,,,3.3,3.3,0.0,0.0,5.0,,16.8,32.0,185,23.1,5.49
An Giang,2023-04-15,65,33.8,24.8,41.5,29.5,2023-04-15T05:48,2023-04-15T18:09,44481.61,38776.39,,,35.6,35.6,0.0,0.0,15.0,,16.9,33.8,178,20.8,4.67
An Giang,2023-04-16,63,31.1,23.7,36.6,27.6,2023-04-16T05:48,2023-04-16T18:10,44515.07,4285.34,,,7.1,7.1,0.0,0.0,8.0,,11.3,27.7,138,11.8,2.72
An Giang,2023-04-17,61,33.8,25.2,41.1,30.7,2023-04-17T05:47,2023-04-17T18:10,44548.4,36329.56,,,5.0,5.0,0.0,0.0,6.0,,20.2,41.4,138,19.61,4.25
An Giang,2023-04-18,51,33.9,25.0,41.6,30.4,2023-04-18T05:47,2023-04-18T18:10,44581.57,38064.38,,,1.1,1.1,0.0,0.0,6.0,,11.8,27.4,149,20.92,4.62
An Giang,2023-04-19,51,33.4,25.1,39.5,30.8,2023-04-19T05:46,2023-04-19T18:10,44614.56,42122.6,,,0.3,0.3,0.0,0.0,2.0,,15.3,29.9,197,22.95,5.37
An Giang,2023-04-20,63,34.0,26.0,40.0,30.8,2023-04-20T05:46,2023-04-20T18:10,44647.34,41919.94,,,4.1,4.1,0.0,0.0,5.0,,20.5,38.5,213,21.38,5.08
An Giang,2023-04-21,61,33.1,26.1,38.9,31.7,2023-04-21T05:45,2023-04-21T18:10,44679.89,42182.18,,,1.7,1.7,0.0,0.0,3.0,,15.2,33.8,205,21.43,4.88
An Giang,2023-04-22,51,35.1,25.4,41.4,30.7,2023-04-22T05:45,2023-04-22T18:10,44712.17,42211.52,,,0.4,0.4,0.0,0.0,1.0,,14.9,29.5,187,24.3,5.73
An Giang,2023-04-23,3,35.7,25.7,40.6,30.9,2023-04-23T05:44,2023-04-23T18:10,44744.17,42240.53,,,0.0,0.0,0.0,0.0,0.0,,12.6,28.1,140,24.29,5.95
An Giang,2023-04-24,3,35.4,24.2,40.6,29.3,2023-04-24T05:44,2023-04-24T18:10,44775.84,42269.18,,,0.0,0.0,0.0,0.0,0.0,,15.1,27.0,101,24.51,5.93
An Giang,2023-04-25,3,36.1,25.4,40.8,30.8,2023-04-25T05:43,2023-04-25T18:10,44807.18,42297.46,,,0.0,0.0,0.0,0.0,0.0,,14.3,29.9,116,24.33,6.06
An Giang,2023-04-26,63,35.3,24.2,39.2,28.5,2023-04-26T05:43,2023-04-26T18:10,44838.14,42325.34,,,3.9,3.9,0.0,0.0,2.0,,13.9,29.5,76,24.28,5.96
An Giang,2023-04-27,53,34.6,25.6,40.7,31.2,2023-04-27T05:42,2023-04-27T18:10,44868.7,42352.8,,,0.5,0.5,0.0,0.0,1.0,,11.1,29.9,104,22.67,5.32
An Giang,2023-04-28,63,35.0,25.4,41.0,31.0,2023-04-28T05:42,2023-04-28T18:10,44898.84,36560.34,,,4.5,4.5,0.0,0.0,6.0,,19.5,39.2,120,20.33,4.71
An Giang,2023-04-29,53,33.2,25.4,38.3,30.4,2023-04-29T05:42,2023-04-29T18:10,44928.75,37923.12,,,1.8,1.8,0.0,0.0,7.0,,13.3,37.4,145,16.83,3.89
An Giang,2023-04-30,63,34.0,25.4,38.4,30.9,2023-04-30T05:41,2023-04-30T18:11,44958.51,38832.86,,,3.7,3.7,0.0,0.0,3.0,,13.3,32.0,115,18.67,4.3
An Giang,2023-05-01,51,34.1,24.9,38.9,30.3,2023-05-01T05:41,2023-05-01T18:11,44988.1,42459.06,,,0.1,0.1,0.0,0.0,1.0,,16.6,34.6,99,22.99,5.45
An Giang,2023-05-02,3,35.4,25.8,40.5,30.3,2023-05-02T05:41,2023-05-02T18:11,45017.5,42485.03,,,0.0,0.0,0.0,0.0,0.0,,16.6,36.4,109,24.67,6.2
An Giang,2023-05-03,51,35.2,26.3,41.1,32.0,2023-05-03T05:40,2023-05-03T18:11,45046.67,42510.73,,,0.5,0.5,0.0,0.0,2.0,,12.8,28.8,132,23.41,5.39
An Giang,2023-05-04,3,34.1,25.8,41.1,31.4,2023-05-04T05:40,2023-05-04T18:11,45075.6,42536.15,,,0.0,0.0,0.0,0.0,0.0,,8.9,23.0,135,23.5,5.41
An Giang,2023-05-05,55,35.0,26.5,41.9,32.0,2023-05-05T05:40,2023-05-05T18:11,45104.27,40057.32,,,2.5,2.5,0.0,0.0,4.0,,13.2,32.8,209,20.95,5.03
An Giang,2023-05-06,51,35.9,27.3,41.8,33.3,2023-05-06T05:39,2023-05-06T18:11,45132.62,42586.08,,,0.2,0.2,0.0,0.0,2.0,,15.3,30.6,226,24.21,6.2
An Giang,2023-05-07,53,34.8,28.6,39.9,34.2,2023-05-07T05:39,2023-05-07T18:12,45160.67,40594.45,,,1.4,1.4,0.0,0.0,4.0,,19.9,39.2,224,22.06,5.67
An Giang,2023-05-08,65,34.6,25.5,40.1,30.3,2023-05-08T05:39,2023-05-08T18:12,45188.36,35382.13,,,19.3,19.3,0.0,0.0,14.0,,17.8,40.3,210,18.66,4.29
An Giang,2023-05-09,63,33.0,25.0,39.3,30.8,2023-05-09T05:38,2023-05-09T18:12,45215.68,28133.97,,,15.2,15.2,0.0,0.0,10.0,,16.3,31.7,139,17.13,3.69
An Giang,2023-05-10,61,33.9,24.8,41.5,30.6,2023-05-10T05:38,2023-05-10T18:12,45242.59,42677.75,,,8.0,8.0,0.0,0.0,8.0,,14.9,36.0,165,23.04,4.89
An Giang,2023-05-11,63,32.3,24.4,40.9,29.9,2023-05-11T05:38,2023-05-11T18:12,45269.06,36341.62,,,5.6,5.6,0.0,0.0,8.0,,11.2,20.2,141,19.14,4.14
