Province,Date,Weather Code,Max Temp (°C),Min Temp (°C),Max Apparent Temp (°C),Min Apparent Temp (°C),Sunrise,Sunset,Daylight Duration (s),Sunshine Duration (s),UV Index Max,UV Index Clear Sky Max,Precipitation (mm),Rain (mm),Showers (mm),Snowfall (mm),Precipitation Hours,Precipitation Probability Max (%),Max Wind Speed (m/s),Max Wind Gusts (m/s),Dominant Wind Direction (°),Shortwave Radiation Sum (MJ/m²),Reference Evapotranspiration (mm)
Cao Bang,2022-01-20,53,16.3,10.2,15.7,9.4,2022-01-20T06:37,2022-01-20T17:35,39428.02,635.88,,,2.2,2.2,0.0,0.0,6.0,,9.5,22.7,109,5.72,1.08
Cao Bang,2022-01-21,63,15.3,12.0,16.0,11.8,2022-01-21T06:37,2022-01-21T17:35,39477.05,0.0,,,11.1,11.1,0.0,0.0,20.0,,7.2,17.6,104,3.82,0.73
Cao Bang,2022-01-22,61,20.0,12.9,21.1,13.4,2022-01-22T06:37,2022-01-22T17:36,39527.04,3871.22,,,7.0,7.0,0.0,0.0,11.0,,8.5,18.4,88,6.51,1.22
Cao Bang,2022-01-23,51,24.4,13.0,25.8,13.1,2022-01-23T06:37,2022-01-23T17:37,39577.96,35954.39,,,0.2,0.2,0.0,0.0,2.0,,8.2,22.0,91,15.3,2.77
Cao Bang,2022-01-24,51,19.8,15.3,20.3,16.4,2022-01-24T06:37,2022-01-24T17:37,39630.29,5285.58,,,0.9,0.9,0.0,0.0,5.0,,10.0,22.3,146,6.56,1.31
Cao Bang,2022-01-25,53,17.3,13.4,17.9,13.6,2022-01-25T06:37,2022-01-25T17:38,39684.19,0.0,,,3.5,3.5,0.0,0.0,14.0,,9.0,19.4,142,3.88,0.81
Cao Bang,2022-01-26,51,23.2,14.3,24.1,14.9,2022-01-26T06:36,2022-01-26T17:39,39739.6,17266.71,,,2.2,2.2,0.0,0.0,11.0,,11.2,31.0,124,9.09,1.71
Cao Bang,2022-01-27,53,23.3,17.3,24.7,18.7,2022-01-27T06:36,2022-01-27T17:39,39796.41,17262.19,,,1.2,1.2,0.0,0.0,4.0,,10.8,28.8,124,8.39,1.64
Cao Bang,2022-01-28,63,22.4,13.9,23.9,14.3,2022-01-28T06:36,2022-01-28T17:40,39854.56,8398.37,,,23.8,23.8,0.0,0.0,19.0,,13.4,29.2,124,6.8,1.33
Cao Bang,2022-01-29,63,14.2,10.8,13.4,9.8,2022-01-29T06:35,2022-01-29T17:41,39913.96,5351.24,,,30.4,30.4,0.0,0.0,13.0,,5.8,18.0,110,5.37,1.06
Cao Bang,2022-01-30,61,13.0,9.7,11.3,8.2,2022-01-30T06:35,2022-01-30T17:41,39974.51,6083.77,,,6.8,6.8,0.0,0.0,10.0,,9.4,22.3,174,5.2,1.0
Cao Bang,2022-01-31,61,11.9,8.8,9.8,7.5,2022-01-31T06:35,2022-01-31T17:42,40036.15,0.0,,,12.3,12.3,0.0,0.0,22.0,,6.9,16.2,107,4.4,0.9
Cao Bang,2022-02-01,51,11.8,8.5,10.0,7.2,2022-02-01T06:34,2022-02-01T17:43,40098.79,0.0,,,1.1,1.1,0.0,0.0,10.0,,7.4,18.7,164,4.28,0.86
Cao Bang,2022-02-02,51,11.9,8.6,10.1,7.1,2022-02-02T06:34,2022-02-02T17:43,40162.36,0.0,,,3.0,3.0,0.0,0.0,14.0,,7.9,16.6,178,3.7,0.77
Cao Bang,2022-02-03,3,15.7,8.8,14.7,7.1,2022-02-03T06:34,2022-02-03T17:44,40226.77,28872.55,,,0.0,0.0,0.0,0.0,0.0,,8.4,17.6,183,11.01,1.82
Cao Bang,2022-02-04,3,15.6,6.4,14.4,4.4,2022-02-04T06:33,2022-02-04T17:45,40291.95,12748.33,,,0.0,0.0,0.0,0.0,0.0,,8.9,18.0,201,8.65,1.51
Cao Bang,2022-02-05,63,14.7,6.9,12.8,5.0,2022-02-05T06:33,2022-02-05T17:45,40357.83,17799.03,,,3.4,3.4,0.0,0.0,6.0,,8.2,20.2,166,8.68,1.49
Cao Bang,2022-02-06,63,12.1,9.9,11.0,8.8,2022-02-06T06:32,2022-02-06T17:46,40424.34,0.0,,,12.8,12.8,0.0,0.0,19.0,,8.4,27.4,124,2.82,0.59
Cao Bang,2022-02-07,53,19.7,10.5,19.9,10.0,2022-02-07T06:32,2022-02-07T17:47,40491.39,31688.3,,,2.3,2.3,0.0,0.0,6.0,,13.5,29.5,112,12.57,2.16
Cao Bang,2022-02-08,53,13.5,10.4,13.1,9.7,2022-02-08T06:31,2022-02-08T17:47,40558.91,0.0,,,9.9,9.9,0.0,0.0,24.0,,8.3,18.4,161,3.51,0.69
Cao Bang,2022-02-09,53,12.1,9.2,10.9,7.7,2022-02-09T06:31,2022-02-09T17:48,40626.85,0.0,,,7.7,7.7,0.0,0.0,21.0,,7.6,17.3,182,4.1,0.77
Cao Bang,2022-02-10,51,14.8,8.1,13.8,7.0,2022-02-10T06:30,2022-02-10T17:48,40695.12,506.72,,,2.4,2.4,0.0,0.0,13.0,,10.5,22.7,111,5.57,0.97
Cao Bang,2022-02-11,53,16.7,11.4,16.5,10.9,2022-02-11T06:30,2022-02-11T17:49,40763.66,0.0,,,4.3,4.3,0.0,0.0,18.0,,9.3,22.3,129,6.33,1.13
Cao Bang,2022-02-12,65,13.6,11.3,13.4,10.8,2022-02-12T06:29,2022-02-12T17:50,40832.41,0.0,,,32.9,32.9,0.0,0.0,24.0,,8.0,18.7,199,3.2,0.61
Cao Bang,2022-02-13,63,14.4,9.3,14.0,8.5,2022-02-13T06:28,2022-02-13T17:50,40901.95,0.0,,,15.0,15.0,0.0,0.0,13.0,,7.8,18.4,280,4.77,0.93
Cao Bang,2022-02-14,3,18.6,6.4,17.7,5.2,2022-02-14T06:28,2022-02-14T17:51,40972.48,32400.0,,,0.0,0.0,0.0,0.0,0.0,,11.0,23.8,153,15.21,2.51
Cao Bang,2022-02-15,51,15.7,8.1,15.3,6.3,2022-02-15T06:27,2022-02-15T17:51,41043.93,1480.25,,,1.0,1.0,0.0,0.0,9.0,,8.1,20.2,154,5.12,1.02
Cao Bang,2022-02-16,53,16.6,12.2,16.7,11.9,2022-02-16T06:27,2022-02-16T17:52,41116.23,0.0,,,2.6,2.6,0.0,0.0,19.0,,8.4,18.7,107,4.11,0.84
Cao Bang,2022-02-17,53,21.3,13.8,22.4,14.2,2022-02-17T06:26,2022-02-17T17:52,41189.3,2713.15,,,2.1,2.1,0.0,0.0,10.0,,12.0,25.6,96,7.16,1.37
Cao Bang,2022-02-18,61,18.9,13.2,20.4,13.7,2022-02-18T06:25,2022-02-18T17:53,41263.08,0.0,,,12.2,12.2,0.0,0.0,23.0,,9.3,22.7,131,4.35,0.9
Cao Bang,2022-02-19,63,12.8,7.6,13.4,5.3,2022-02-19T06:24,2022-02-19T17:53,41337.49,0.0,,,34.4,34.4,0.0,0.0,22.0,,9.2,23.0,330,2.36,0.54
Cao Bang,2022-02-20,61,7.3,5.8,5.4,3.6,2022-02-20T06:24,2022-02-20T17:54,41412.46,0.0,,,17.3,17.3,0.0,0.0,22.0,,9.0,20.5,338,3.16,0.58
Cao Bang,2022-02-21,51,10.6,5.7,8.3,4.2,2022-02-21T06:23,2022-02-21T17:54,41487.94,0.0,,,0.6,0.6,0.0,0.0,2.0,,5.6,15.1,17,3.92,0.79
Cao Bang,2022-02-22,53,12.1,6.2,8.8,3.5,2022-02-22T06:22,2022-02-22T17:55,41563.84,7474.12,,,1.0,1.0,0.0,0.0,4.0,,12.6,30.2,350,6.99,1.43
Cao Bang,2022-02-23,3,15.9,3.2,14.6,-0.1,2022-02-23T06:21,2022-02-23T17:55,41640.11,37308.61,,,0.0,0.0,0.0,0.0,0.0,,9.7,25.6,346,17.11,2.64
Cao Bang,2022-02-24,3,15.7,4.0,15.1,1.6,2022-02-24T06:21,2022-02-24T17:56,41716.68,30652.94,,,0.0,0.0,0.0,0.0,0.0,,7.3,15.8,192,14.79,2.29
Cao Bang,2022-02-25,3,16.0,4.6,14.6,2.8,2022-02-25T06:20,2022-02-25T17:56,41793.48,22399.32,,,0.0,0.0,0.0,0.0,0.0,,7.9,19.1,91,12.58,2.02
Cao Bang,2022-02-26,3,17.7,8.4,17.8,6.5,2022-02-26T06:19,2022-02-26T17:57,41870.46,17526.95,,,0.0,0.0,0.0,0.0,0.0,,6.7,13.3,266,10.85,1.88
Cao Bang,2022-02-27,51,22.4,11.6,22.1,11.3,2022-02-27T06:18,2022-02-27T17:57,41947.54,31935.35,,,0.1,0.1,0.0,0.0,1.0,,10.5,24.1,147,14.61,2.65
Cao Bang,2022-02-28,3,23.9,10.1,24.6,9.0,2022-02-28T06:17,2022-02-28T17:58,42024.67,27565.65,,,0.0,0.0,0.0,0.0,0.0,,12.4,27.7,100,13.27,2.55
Cao Bang,2022-03-01,51,22.8,14.1,24.4,14.6,2022-03-01T06:17,2022-03-01T17:58,42101.78,15902.26,,,1.3,1.3,0.0,0.0,6.0,,10.7,23.8,204,9.06,1.78
Cao Bang,2022-03-02,51,21.2,16.1,22.7,17.6,2022-03-02T06:16,2022-03-02T17:59,42178.82,1149.6,,,2.5,2.5,0.0,0.0,10.0,,9.2,22.0,147,6.58,1.36
Cao Bang,2022-03-03,3,27.9,12.9,29.2,13.0,2022-03-03T06:15,2022-03-03T17:59,42255.71,36006.59,,,0.0,0.0,0.0,0.0,0.0,,13.8,30.2,122,15.54,3.19
Cao Bang,2022-03-04,51,25.4,18.1,27.1,19.2,2022-03-04T06:14,2022-03-04T18:00,42332.43,16992.06,,,0.1,0.1,0.0,0.0,1.0,,15.5,33.5,115,11.05,2.31
Cao Bang,2022-03-05,51,23.2,18.7,24.6,21.0,2022-03-05T06:13,2022-03-05T18:00,42409.49,903.82,,,1.3,1.3,0.0,0.0,8.0,,11.9,27.7,128,6.33,1.47
Cao Bang,2022-03-06,61,23.6,19.1,26.1,20.8,2022-03-06T06:12,2022-03-06T18:00,42487.11,0.0,,,3.0,3.0,0.0,0.0,10.0,,11.0,24.1,119,5.37,1.28
Cao Bang,2022-03-07,63,25.9,16.3,27.2,16.5,2022-03-07T06:11,2022-03-07T18:01,42565.23,38352.05,,,3.2,3.2,0.0,0.0,2.0,,9.0,28.1,311,20.46,3.92
Cao Bang,2022-03-08,3,24.7,13.5,24.7,13.6,2022-03-08T06:11,2022-03-08T18:01,42643.8,38441.95,,,0.0,0.0,0.0,0.0,0.0,,13.3,29.9,138,18.79,3.56
Cao Bang,2022-03-09,51,22.2,10.9,22.0,9.5,2022-03-09T06:10,2022-03-09T18:02,42722.75,22270.15,,,0.5,0.5,0.0,0.0,4.0,,13.4,30.6,132,13.1,2.58
Cao Bang,2022-03-10,51,20.7,16.7,21.5,17.7,2022-03-10T06:09,2022-03-10T18:02,42802.04,0.0,,,2.7,2.7,0.0,0.0,16.0,,10.4,24.1,121,5.22,1.24
Cao Bang,2022-03-11,51,23.2,16.8,24.6,18.5,2022-03-11T06:08,2022-03-11T18:03,42881.6,0.0,,,1.4,1.4,0.0,0.0,12.0,,8.5,19.4,116,6.73,1.51
Cao Bang,2022-03-12,51,23.2,18.0,24.7,19.2,2022-03-12T06:07,2022-03-12T18:03,42961.39,0.0,,,2.4,2.4,0.0,0.0,13.0,,11.5,26.6,134,5.61,1.39
Cao Bang,2022-03-13,51,23.6,18.4,25.7,20.1,2022-03-13T06:06,2022-03-13T18:03,43041.34,0.0,,,0.9,0.9,0.0,0.0,8.0,,10.2,23.8,128,5.89,1.4
Cao Bang,2022-03-14,51,23.6,18.8,26.7,21.1,2022-03-14T06:05,2022-03-14T18:04,43121.41,2038.44,,,1.1,1.1,0.0,0.0,7.0,,8.9,18.7,109,5.96,1.33
Cao Bang,2022-03-15,3,26.7,15.8,29.5,17.0,2022-03-15T06:04,2022-03-15T18:04,43201.53,20910.47,,,0.0,0.0,0.0,0.0,0.0,,9.7,21.2,124,13.39,2.78
Cao Bang,2022-03-16,53,26.0,19.0,27.9,21.4,2022-03-16T06:03,2022-03-16T18:04,43281.66,5479.98,,,2.6,2.6,0.0,0.0,10.0,,13.9,30.6,129,8.23,1.87
Cao Bang,2022-03-17,51,26.4,19.9,29.5,21.9,2022-03-17T06:02,2022-03-17T18:05,43361.73,23560.78,,,0.5,0.5,0.0,0.0,2.0,,8.9,20.2,104,12.32,2.48
Cao Bang,2022-03-18,51,27.8,18.7,30.6,21.1,2022-03-18T06:01,2022-03-18T18:05,43441.71,36219.53,,,0.9,0.9,0.0,0.0,4.0,,7.9,21.2,151,16.33,3.25
Cao Bang,2022-03-19,51,28.8,20.7,32.3,23.6,2022-03-19T06:00,2022-03-19T18:06,43521.52,34754.21,,,1.1,1.1,0.0,0.0,8.0,,13.0,28.8,129,14.91,3.26
Cao Bang,2022-03-20,53,28.8,21.1,31.9,23.5,2022-03-20T05:59,2022-03-20T18:06,43601.12,22609.98,,,3.1,3.1,0.0,0.0,12.0,,15.7,34.6,140,13.83,3.06
Cao Bang,2022-03-21,51,29.5,20.8,33.3,23.5,2022-03-21T05:58,2022-03-21T18:06,43680.45,24557.28,,,1.7,1.7,0.0,0.0,12.0,,14.8,33.8,129,13.67,2.97
Cao Bang,2022-03-22,65,28.8,17.9,33.3,20.0,2022-03-22T05:57,2022-03-22T18:07,43759.46,14948.91,,,24.1,24.1,0.0,0.0,13.0,,13.4,34.2,104,9.86,2.09
Cao Bang,2022-03-23,63,22.7,14.3,23.5,14.4,2022-03-23T05:56,2022-03-23T18:07,43838.09,23688.25,,,22.8,22.8,0.0,0.0,14.0,,8.7,22.7,176,12.95,2.47
Cao Bang,2022-03-24,51,20.3,13.4,21.0,13.3,2022-03-24T05:55,2022-03-24T18:07,43916.31,0.0,,,1.5,1.5,0.0,0.0,12.0,,12.2,26.3,123,5.44,1.22
Cao Bang,2022-03-25,51,29.1,17.4,32.9,18.4,2022-03-25T05:55,2022-03-25T18:08,43994.59,31931.12,,,0.1,0.1,0.0,0.0,1.0,,11.5,23.4,115,18.81,3.84
Cao Bang,2022-03-26,65,30.3,18.7,35.3,21.2,2022-03-26T05:54,2022-03-26T18:08,44073.15,36738.06,,,15.6,15.6,0.0,0.0,3.0,,13.7,30.2,73,19.38,3.96
Cao Bang,2022-03-27,61,21.6,16.3,23.8,16.6,2022-03-27T05:53,2022-03-27T18:08,44151.93,15311.56,,,6.2,6.2,0.0,0.0,6.0,,10.5,24.8,354,11.03,2.34
Cao Bang,2022-03-28,63,22.2,13.6,23.3,13.5,2022-03-28T05:52,2022-03-28T18:09,44230.88,33867.03,,,6.1,6.1,0.0,0.0,2.0,,8.6,21.6,184,14.05,2.64
Cao Bang,2022-03-29,51,23.6,14.0,23.9,14.1,2022-03-29T05:51,2022-03-29T18:09,44309.95,12468.01,,,0.7,0.7,0.0,0.0,3.0,,12.4,28.8,131,10.52,2.24
Cao Bang,2022-03-30,61,22.9,17.7,26.1,19.6,2022-03-30T05:50,2022-03-30T18:10,44389.09,0.0,,,4.7,4.7,0.0,0.0,13.0,,7.2,17.3,88,5.8,1.3
Cao Bang,2022-03-31,55,26.9,19.4,30.9,19.3,2022-03-31T05:49,2022-03-31T18:10,44468.25,19724.78,,,4.1,4.1,0.0,0.0,9.0,,13.2,31.0,12,12.07,2.7
Cao Bang,2022-04-01,53,19.1,15.5,18.7,13.8,2022-04-01T05:48,2022-04-01T18:10,44547.37,730.79,,,1.0,1.0,0.0,0.0,4.0,,14.5,33.5,342,5.66,2.07
Cao Bang,2022-04-02,3,18.9,12.8,16.9,11.4,2022-04-02T05:47,2022-04-02T18:11,44626.41,13244.61,,,0.0,0.0,0.0,0.0,0.0,,18.1,41.8,347,11.41,2.73
Cao Bang,2022-04-03,0,22.7,9.0,23.1,7.2,2022-04-03T05:46,2022-04-03T18:11,44705.31,42086.02,,,0.0,0.0,0.0,0.0,0.0,,7.8,20.2,336,23.44,4.27
Cao Bang,2022-04-04,2,22.9,9.8,23.7,7.9,2022-04-04T05:45,2022-04-04T18:11,44784.03,41579.34,,,0.0,0.0,0.0,0.0,0.0,,13.9,29.2,64,21.25,3.9
Cao Bang,2022-04-05,3,24.7,12.1,26.2,11.3,2022-04-05T05:44,2022-04-05T18:12,44862.49,37756.23,,,0.0,0.0,0.0,0.0,0.0,,8.6,22.0,293,20.6,3.87
Cao Bang,2022-04-06,3,25.3,15.6,26.8,16.3,2022-04-06T05:43,2022-04-06T18:12,44940.66,31862.16,,,0.0,0.0,0.0,0.0,0.0,,10.3,21.2,306,13.77,2.89
Cao Bang,2022-04-07,3,28.2,15.4,29.2,14.6,2022-04-07T05:42,2022-04-07T18:12,45018.48,42112.68,,,0.0,0.0,0.0,0.0,0.0,,10.8,25.2,339,22.01,4.64
Cao Bang,2022-04-08,0,28.0,15.7,29.5,15.0,2022-04-08T05:41,2022-04-08T18:13,45095.89,42467.1,,,0.0,0.0,0.0,0.0,0.0,,9.8,18.0,49,23.68,4.84
Cao Bang,2022-04-09,2,27.8,13.7,29.4,13.8,2022-04-09T05:40,2022-04-09T18:13,45172.85,42541.85,,,0.0,0.0,0.0,0.0,0.0,,12.3,28.1,124,22.82,4.71
Cao Bang,2022-04-10,3,28.7,14.6,30.9,13.4,2022-04-10T05:39,2022-04-10T18:14,45249.28,35850.48,,,0.0,0.0,0.0,0.0,0.0,,9.5,23.0,105,19.25,4.1
Cao Bang,2022-04-11,51,27.3,16.2,28.6,16.8,2022-04-11T05:38,2022-04-11T18:14,45325.13,25755.5,,,0.2,0.2,0.0,0.0,2.0,,12.1,27.4,130,14.75,3.32
Cao Bang,2022-04-12,63,27.9,19.1,29.9,21.5,2022-04-12T05:38,2022-04-12T18:14,45400.35,13396.0,,,9.8,9.8,0.0,0.0,11.0,,11.0,26.6,132,10.12,2.37
Cao Bang,2022-04-13,1,29.2,18.2,32.3,20.3,2022-04-13T05:37,2022-04-13T18:15,45474.89,42795.94,,,0.0,0.0,0.0,0.0,0.0,,10.2,26.6,234,22.85,4.62
Cao Bang,2022-04-14,51,30.1,18.7,31.9,20.6,2022-04-14T05:36,2022-04-14T18:15,45549.21,25064.23,,,0.1,0.1,0.0,0.0,1.0,,12.3,31.7,158,13.47,3.14
Cao Bang,2022-04-15,53,26.8,20.7,29.5,23.0,2022-04-15T05:35,2022-04-15T18:15,45623.52,4876.35,,,3.5,3.5,0.0,0.0,14.0,,14.8,33.1,130,8.05,1.97
Cao Bang,2022-04-16,65,23.1,16.5,25.7,16.9,2022-04-16T05:34,2022-04-16T18:16,45697.75,7802.28,,,32.5,32.5,0.0,0.0,19.0,,10.6,25.9,87,9.77,2.11
Cao Bang,2022-04-17,53,17.8,15.3,18.6,16.1,2022-04-17T05:33,2022-04-17T18:16,45771.85,0.0,,,5.0,5.0,0.0,0.0,22.0,,7.5,18.7,198,4.71,1.03
Cao Bang,2022-04-18,53,24.4,14.8,24.8,15.5,2022-04-18T05:33,2022-04-18T18:17,45845.77,19638.72,,,4.2,4.2,0.0,0.0,11.0,,9.2,20.5,279,11.66,2.35
Cao Bang,2022-04-19,3,25.3,13.4,27.1,13.4,2022-04-19T05:32,2022-04-19T18:17,45919.45,23455.87,,,0.0,0.0,0.0,0.0,0.0,,12.1,27.7,210,15.65,3.19
Cao Bang,2022-04-20,3,24.3,15.8,25.7,16.6,2022-04-20T05:31,2022-04-20T18:17,45992.86,26891.68,,,0.0,0.0,0.0,0.0,0.0,,7.4,19.8,138,15.65,3.06
Cao Bang,2022-04-21,51,24.6,15.5,26.0,16.1,2022-04-21T05:30,2022-04-21T18:18,46065.91,16054.03,,,0.7,0.7,0.0,0.0,5.0,,10.0,24.5,116,11.82,2.47
Cao Bang,2022-04-22,53,28.7,19.2,31.4,21.5,2022-04-22T05:29,2022-04-22T18:18,46138.57,25824.33,,,2.5,2.5,0.0,0.0,14.0,,11.1,26.3,140,15.17,3.21
Cao Bang,2022-04-23,61,28.7,21.2,32.3,25.2,2022-04-23T05:28,2022-04-23T18:19,46210.78,34589.98,,,3.2,3.2,0.0,0.0,9.0,,9.7,26.3,114,16.41,3.45
Cao Bang,2022-04-24,51,31.0,21.0,35.2,24.2,2022-04-24T05:28,2022-04-24T18:19,46282.46,25037.75,,,1.5,1.5,0.0,0.0,9.0,,11.9,32.0,137,15.42,3.37
Cao Bang,2022-04-25,51,32.6,23.3,37.1,27.2,2022-04-25T05:27,2022-04-25T18:19,46353.58,36442.52,,,0.1,0.1,0.0,0.0,1.0,,11.3,26.6,141,21.03,4.69
Cao Bang,2022-04-26,3,34.2,22.7,40.2,26.9,2022-04-26T05:26,2022-04-26T18:20,46424.06,39753.54,,,0.0,0.0,0.0,0.0,0.0,,11.5,19.1,100,21.22,4.66
Cao Bang,2022-04-27,51,32.5,23.5,38.0,28.5,2022-04-27T05:25,2022-04-27T18:20,46493.85,34151.44,,,0.2,0.2,0.0,0.0,2.0,,10.8,26.3,136,19.37,4.35
Cao Bang,2022-04-28,51,31.8,24.1,37.0,27.9,2022-04-28T05:25,2022-04-28T18:21,46562.88,32329.12,,,1.4,1.4,0.0,0.0,6.0,,12.3,29.5,134,18.28,4.07
Cao Bang,2022-04-29,61,29.5,22.1,34.1,26.2,2022-04-29T05:24,2022-04-29T18:21,46631.09,24803.44,,,5.4,5.4,0.0,0.0,15.0,,12.5,34.9,114,14.7,3.16
Cao Bang,2022-04-30,65,30.7,19.6,34.8,20.9,2022-04-30T05:23,2022-04-30T18:21,46698.43,32400.0,,,26.1,26.1,0.0,0.0,16.0,,11.6,30.6,139,18.18,3.9
Cao Bang,2022-05-01,61,23.8,16.2,22.8,15.4,2022-05-01T05:23,2022-05-01T18:22,46764.81,28957.36,,,9.4,9.4,0.0,0.0,10.0,,16.0,39.2,353,16.24,3.35
Cao Bang,2022-05-02,3,24.4,14.2,24.5,13.1,2022-05-02T05:22,2022-05-02T18:22,46830.18,40735.99,,,0.0,0.0,0.0,0.0,0.0,,15.5,37.4,345,19.67,4.15
Cao Bang,2022-05-03,3,27.0,14.3,28.2,13.8,2022-05-03T05:21,2022-05-03T18:23,46894.48,43200.0,,,0.0,0.0,0.0,0.0,0.0,,10.0,24.5,355,24.49,4.95
Cao Bang,2022-05-04,3,27.5,15.4,29.8,15.6,2022-05-04T05:21,2022-05-04T18:23,46958.14,43200.0,,,0.0,0.0,0.0,0.0,0.0,,9.5,21.2,209,24.89,5.02
Cao Bang,2022-05-05,51,28.7,17.9,31.4,18.3,2022-05-05T05:20,2022-05-05T18:24,47021.34,34015.38,,,0.6,0.6,0.0,0.0,2.0,,10.3,25.9,96,22.47,4.69
Cao Bang,2022-05-06,61,25.5,18.4,27.7,19.6,2022-05-06T05:19,2022-05-06T18:24,47084.03,21041.06,,,4.9,4.9,0.0,0.0,7.0,,9.8,20.5,33,10.44,2.12
Cao Bang,2022-05-07,65,29.5,17.4,33.8,19.1,2022-05-07T05:19,2022-05-07T18:25,47146.14,34436.99,,,12.8,12.8,0.0,0.0,9.0,,10.5,27.0,106,19.46,4.02
Cao Bang,2022-05-08,63,28.9,20.5,34.1,24.1,2022-05-08T05:18,2022-05-08T18:25,47207.63,25944.44,,,14.3,14.3,0.0,0.0,21.0,,13.0,29.5,102,15.02,3.02
Cao Bang,2022-05-09,63,28.1,21.2,32.2,24.0,2022-05-09T05:18,2022-05-09T18:25,47268.43,21549.31,,,10.2,10.2,0.0,0.0,19.0,,12.2,30.6,138,14.8,3.11
