Province,Date,Weather Code,Max Temp (°C),Min Temp (°C),Max Apparent Temp (°C),Min Apparent Temp (°C),Sunrise,Sunset,Daylight Duration (s),Sunshine Duration (s),UV Index Max,UV Index Clear Sky Max,Precipitation (mm),Rain (mm),Showers (mm),Snowfall (mm),Precipitation Hours,Precipitation Probability Max (%),Max Wind Speed (m/s),Max Wind Gusts (m/s),Dominant Wind Direction (°),Shortwave Radiation Sum (MJ/m²),Reference Evapotranspiration (mm)
Dac Lak,2022-11-12,51,26.0,20.8,26.4,21.8,2022-11-12T05:44,2022-11-12T17:18,41654.57,14474.86,,,1.7,1.7,0.0,0.0,12.0,,27.6,50.4,75,11.72,2.48
Dac Lak,2022-11-13,53,26.1,20.7,26.9,21.9,2022-11-13T05:44,2022-11-13T17:18,41622.89,25002.13,,,2.4,2.4,0.0,0.0,10.0,,28.9,54.0,75,15.26,2.79
Dac Lak,2022-11-14,51,27.8,20.8,29.2,22.0,2022-11-14T05:45,2022-11-14T17:18,41591.84,34647.91,,,0.1,0.1,0.0,0.0,1.0,,29.9,54.7,75,19.66,3.84
Dac Lak,2022-11-15,51,27.7,21.0,29.3,22.3,2022-11-15T05:45,2022-11-15T17:18,41561.45,31457.77,,,0.6,0.6,0.0,0.0,5.0,,27.3,50.0,79,17.62,3.59
Dac Lak,2022-11-16,51,28.2,21.0,29.7,22.8,2022-11-16T05:45,2022-11-16T17:18,41531.76,34133.3,,,0.3,0.3,0.0,0.0,3.0,,25.8,48.6,77,17.37,3.64
Dac Lak,2022-11-17,51,27.9,21.0,29.7,22.2,2022-11-17T05:46,2022-11-17T17:18,41502.83,35852.91,,,1.1,1.1,0.0,0.0,9.0,,25.9,46.8,77,17.59,3.66
Dac Lak,2022-11-18,51,27.3,20.9,28.2,22.0,2022-11-18T05:46,2022-11-18T17:17,41474.69,36600.95,,,0.6,0.6,0.0,0.0,4.0,,29.0,54.0,78,19.42,3.9
Dac Lak,2022-11-19,63,22.4,20.3,24.9,20.2,2022-11-19T05:47,2022-11-19T17:17,41447.37,0.0,,,38.7,38.7,0.0,0.0,16.0,,30.8,56.9,65,3.11,0.77
Dac Lak,2022-11-20,63,21.4,20.1,22.7,20.2,2022-11-20T05:47,2022-11-20T17:17,41420.63,0.0,,,44.0,44.0,0.0,0.0,21.0,,26.5,53.3,70,2.24,0.51
Dac Lak,2022-11-21,51,25.2,20.6,26.8,22.2,2022-11-21T05:48,2022-11-21T17:17,41394.35,19945.25,,,0.8,0.8,0.0,0.0,7.0,,24.9,45.4,71,12.69,2.36
Dac Lak,2022-11-22,63,26.1,20.9,28.0,22.6,2022-11-22T05:48,2022-11-22T17:18,41368.58,23324.23,,,9.5,9.5,0.0,0.0,12.0,,23.9,44.3,81,12.42,2.34
Dac Lak,2022-11-23,63,28.3,21.1,32.0,24.0,2022-11-23T05:49,2022-11-23T17:18,41343.33,35766.23,,,8.8,8.8,0.0,0.0,12.0,,17.5,33.5,80,17.6,3.43
Dac Lak,2022-11-24,51,28.2,20.9,31.9,22.6,2022-11-24T05:49,2022-11-24T17:18,41318.64,38682.35,,,0.6,0.6,0.0,0.0,3.0,,21.8,38.9,79,19.4,3.81
Dac Lak,2022-11-25,53,27.4,20.4,30.0,21.4,2022-11-25T05:50,2022-11-25T17:18,41294.54,38394.84,,,0.9,0.9,0.0,0.0,4.0,,23.5,43.9,75,18.72,3.53
Dac Lak,2022-11-26,63,27.4,20.8,30.7,22.8,2022-11-26T05:50,2022-11-26T17:18,41271.07,32041.64,,,8.7,8.7,0.0,0.0,6.0,,19.8,36.7,75,16.21,3.03
Dac Lak,2022-11-27,51,27.2,20.6,31.1,22.3,2022-11-27T05:51,2022-11-27T17:18,41248.27,34136.06,,,1.1,1.1,0.0,0.0,5.0,,18.3,33.5,80,17.69,3.44
Dac Lak,2022-11-28,51,28.5,20.3,32.1,23.3,2022-11-28T05:51,2022-11-28T17:18,41226.15,35794.74,,,0.3,0.3,0.0,0.0,2.0,,18.7,35.3,73,19.29,3.8
Dac Lak,2022-11-29,3,28.0,20.4,31.1,22.0,2022-11-29T05:52,2022-11-29T17:18,41204.77,38551.91,,,0.0,0.0,0.0,0.0,0.0,,19.9,36.4,71,20.91,4.23
Dac Lak,2022-11-30,51,28.0,19.9,30.1,21.0,2022-11-30T05:52,2022-11-30T17:19,41184.13,35813.74,,,0.4,0.4,0.0,0.0,4.0,,22.9,43.2,73,17.77,3.47
Dac Lak,2022-12-01,51,27.3,21.0,28.0,21.9,2022-12-01T05:53,2022-12-01T17:19,41164.3,38505.28,,,0.9,0.9,0.0,0.0,6.0,,32.1,57.6,74,19.56,3.68
Dac Lak,2022-12-02,51,24.6,20.5,24.4,21.3,2022-12-02T05:53,2022-12-02T17:19,41145.29,19857.3,,,1.3,1.3,0.0,0.0,8.0,,30.4,56.2,75,12.01,2.23
Dac Lak,2022-12-03,61,23.4,20.0,23.7,20.4,2022-12-03T05:54,2022-12-03T17:19,41127.15,5905.14,,,5.3,5.3,0.0,0.0,12.0,,28.0,51.8,75,6.45,1.32
Dac Lak,2022-12-04,61,25.5,19.9,25.1,20.3,2022-12-04T05:54,2022-12-04T17:19,41109.9,19625.56,,,3.2,3.2,0.0,0.0,5.0,,31.1,56.5,74,10.57,1.97
Dac Lak,2022-12-05,51,25.7,20.6,26.2,21.7,2022-12-05T05:55,2022-12-05T17:20,41093.58,35112.96,,,1.2,1.2,0.0,0.0,9.0,,27.8,49.7,72,13.14,2.45
Dac Lak,2022-12-06,53,25.3,20.2,25.8,20.8,2022-12-06T05:55,2022-12-06T17:20,41078.23,34136.65,,,2.1,2.1,0.0,0.0,7.0,,30.6,56.5,66,14.82,2.61
Dac Lak,2022-12-07,51,24.4,20.1,23.9,20.8,2022-12-07T05:56,2022-12-07T17:20,41063.87,16076.11,,,1.3,1.3,0.0,0.0,10.0,,31.9,58.0,64,10.64,2.03
Dac Lak,2022-12-08,51,25.8,20.4,26.4,20.4,2022-12-08T05:56,2022-12-08T17:21,41050.55,32326.54,,,0.8,0.8,0.0,0.0,6.0,,29.1,54.0,70,16.99,3.01
Dac Lak,2022-12-09,3,24.7,19.1,23.9,18.7,2022-12-09T05:57,2022-12-09T17:21,41038.29,34465.07,,,0.0,0.0,0.0,0.0,0.0,,30.1,55.1,73,14.6,2.92
Dac Lak,2022-12-10,3,24.9,18.6,25.4,18.2,2022-12-10T05:57,2022-12-10T17:21,41026.97,35878.87,,,0.0,0.0,0.0,0.0,0.0,,28.0,51.1,77,16.3,3.11
Dac Lak,2022-12-11,3,24.4,17.6,24.4,17.0,2022-12-11T05:58,2022-12-11T17:22,41016.52,36803.84,,,0.0,0.0,0.0,0.0,0.0,,27.7,51.1,75,17.78,3.25
Dac Lak,2022-12-12,51,23.6,16.6,23.9,15.0,2022-12-12T05:59,2022-12-12T17:22,41006.95,36822.86,,,0.2,0.2,0.0,0.0,2.0,,24.9,46.1,79,16.14,2.94
Dac Lak,2022-12-13,3,22.7,15.1,21.7,14.1,2022-12-13T05:59,2022-12-13T17:22,40998.27,35710.08,,,0.0,0.0,0.0,0.0,0.0,,27.9,50.4,78,17.29,3.26
Dac Lak,2022-12-14,3,23.3,14.8,22.8,12.5,2022-12-14T06:00,2022-12-14T17:23,40990.48,38251.16,,,0.0,0.0,0.0,0.0,0.0,,25.8,51.1,82,17.86,3.37
Dac Lak,2022-12-15,3,23.6,16.7,23.2,15.2,2022-12-15T06:00,2022-12-15T17:23,40983.61,36522.01,,,0.0,0.0,0.0,0.0,0.0,,24.8,47.5,80,16.03,3.11
Dac Lak,2022-12-16,51,25.4,17.6,26.0,17.6,2022-12-16T06:01,2022-12-16T17:24,40977.64,29488.55,,,0.1,0.1,0.0,0.0,1.0,,23.8,44.6,77,14.95,2.88
Dac Lak,2022-12-17,51,24.9,19.1,24.9,18.7,2022-12-17T06:01,2022-12-17T17:24,40972.6,20018.76,,,1.2,1.2,0.0,0.0,8.0,,32.1,59.4,67,13.0,2.56
Dac Lak,2022-12-18,51,20.4,16.0,18.3,14.1,2022-12-18T06:02,2022-12-18T17:25,40968.48,19933.95,,,0.2,0.2,0.0,0.0,2.0,,31.6,60.1,61,10.42,2.37
Dac Lak,2022-12-19,3,20.6,15.6,18.3,13.1,2022-12-19T06:02,2022-12-19T17:25,40965.3,21619.99,,,0.0,0.0,0.0,0.0,0.0,,32.6,58.7,74,11.47,2.23
Dac Lak,2022-12-20,51,23.1,16.0,22.9,14.0,2022-12-20T06:03,2022-12-20T17:26,40963.05,31681.21,,,0.2,0.2,0.0,0.0,1.0,,29.1,54.0,78,14.56,2.61
Dac Lak,2022-12-21,3,24.8,17.6,23.6,16.8,2022-12-21T06:03,2022-12-21T17:26,40961.74,36960.89,,,0.0,0.0,0.0,0.0,0.0,,29.9,54.7,74,15.43,3.07
Dac Lak,2022-12-22,3,23.8,16.4,23.5,15.0,2022-12-22T06:04,2022-12-22T17:27,40961.39,34769.41,,,0.0,0.0,0.0,0.0,0.0,,31.7,56.9,75,16.73,3.09
Dac Lak,2022-12-23,3,22.8,15.3,20.8,13.8,2022-12-23T06:04,2022-12-23T17:27,40962.0,36837.77,,,0.0,0.0,0.0,0.0,0.0,,26.7,50.8,76,19.45,3.54
Dac Lak,2022-12-24,3,22.7,14.9,20.5,13.3,2022-12-24T06:05,2022-12-24T17:28,40963.56,37778.63,,,0.0,0.0,0.0,0.0,0.0,,31.6,58.0,68,16.25,3.18
Dac Lak,2022-12-25,3,22.3,15.3,20.5,13.5,2022-12-25T06:05,2022-12-25T17:28,40966.1,32159.97,,,0.0,0.0,0.0,0.0,0.0,,30.6,55.1,72,13.69,2.95
Dac Lak,2022-12-26,3,23.7,14.5,22.4,12.3,2022-12-26T06:06,2022-12-26T17:29,40969.6,37876.34,,,0.0,0.0,0.0,0.0,0.0,,24.0,45.0,79,19.19,3.56
Dac Lak,2022-12-27,51,23.1,16.4,21.7,15.0,2022-12-27T06:06,2022-12-27T17:29,40974.08,27629.52,,,0.6,0.6,0.0,0.0,4.0,,28.1,50.8,78,13.22,2.65
Dac Lak,2022-12-28,3,24.4,15.8,24.5,14.6,2022-12-28T06:07,2022-12-28T17:30,40979.53,37532.59,,,0.0,0.0,0.0,0.0,0.0,,24.4,44.6,80,19.45,3.64
Dac Lak,2022-12-29,51,25.2,17.0,25.1,16.5,2022-12-29T06:07,2022-12-29T17:30,40985.97,35388.36,,,0.1,0.1,0.0,0.0,1.0,,23.1,42.1,75,16.05,3.18
Dac Lak,2022-12-30,3,23.3,16.3,21.1,15.2,2022-12-30T06:07,2022-12-30T17:31,40993.46,28800.0,,,0.0,0.0,0.0,0.0,0.0,,31.7,58.7,70,14.01,2.99
Dac Lak,2022-12-31,51,22.3,15.9,19.7,14.7,2022-12-31T06:08,2022-12-31T17:31,41002.03,21766.49,,,0.8,0.8,0.0,0.0,4.0,,29.4,54.7,72,12.9,2.72
Dong Nai,2022-01-01,51,32.4,22.6,35.1,23.6,2022-01-01T06:10,2022-01-01T17:39,41371.96,37366.32,,,0.3,0.3,0.0,0.0,2.0,,12.0,26.6,51,19.54,4.69
Dong Nai,2022-01-02,51,32.0,22.1,34.4,23.9,2022-01-02T06:10,2022-01-02T17:40,41380.88,37642.81,,,0.7,0.7,0.0,0.0,2.0,,15.6,29.9,60,18.93,4.35
Dong Nai,2022-01-03,51,31.3,22.4,35.2,25.3,2022-01-03T06:10,2022-01-03T17:40,41390.55,27703.16,,,0.7,0.7,0.0,0.0,5.0,,12.4,26.3,38,16.08,3.63
Dong Nai,2022-01-04,55,31.8,21.6,37.1,25.6,2022-01-04T06:11,2022-01-04T17:41,41401.12,32459.6,,,1.2,1.2,0.0,0.0,2.0,,14.8,28.8,69,19.57,4.09
Dong Nai,2022-01-05,61,31.0,21.2,35.6,25.3,2022-01-05T06:11,2022-01-05T17:41,41412.59,37122.98,,,2.9,2.9,0.0,0.0,8.0,,9.6,20.2,88,19.44,4.0
Dong Nai,2022-01-06,61,30.7,21.8,35.3,25.7,2022-01-06T06:11,2022-01-06T17:42,41424.95,36408.02,,,6.4,6.4,0.0,0.0,9.0,,6.7,23.8,65,17.59,3.57
Dong Nai,2022-01-07,3,31.4,21.5,35.5,25.6,2022-01-07T06:12,2022-01-07T17:42,41438.16,37071.58,,,0.0,0.0,0.0,0.0,0.0,,14.7,26.3,88,20.34,4.35
Dong Nai,2022-01-08,3,31.5,22.3,36.3,24.9,2022-01-08T06:12,2022-01-08T17:43,41452.19,37873.89,,,0.0,0.0,0.0,0.0,0.0,,16.8,29.5,63,21.02,4.63
Dong Nai,2022-01-09,3,31.2,20.7,34.5,24.5,2022-01-09T06:12,2022-01-09T17:43,41467.02,36766.65,,,0.0,0.0,0.0,0.0,0.0,,16.9,32.4,106,20.29,4.34
Dong Nai,2022-01-10,51,30.9,22.7,35.6,25.2,2022-01-10T06:12,2022-01-10T17:44,41482.63,36790.18,,,0.8,0.8,0.0,0.0,5.0,,15.9,29.5,93,19.03,4.33
Dong Nai,2022-01-11,2,32.4,21.2,34.4,23.5,2022-01-11T06:13,2022-01-11T17:44,41498.97,38072.0,,,0.0,0.0,0.0,0.0,0.0,,16.5,32.0,89,20.53,4.87
Dong Nai,2022-01-12,3,30.6,19.5,33.7,20.1,2022-01-12T06:13,2022-01-12T17:45,41516.03,38273.34,,,0.0,0.0,0.0,0.0,0.0,,18.4,32.4,95,21.74,4.9
Dong Nai,2022-01-13,3,31.2,20.2,34.0,22.2,2022-01-13T06:13,2022-01-13T17:45,41533.78,37874.01,,,0.0,0.0,0.0,0.0,0.0,,12.9,25.6,92,21.94,4.88
Dong Nai,2022-01-14,3,31.1,19.2,33.3,20.6,2022-01-14T06:13,2022-01-14T17:46,41552.18,37668.8,,,0.0,0.0,0.0,0.0,0.0,,14.7,29.2,96,21.31,4.76
Dong Nai,2022-01-15,3,31.8,20.1,34.6,22.2,2022-01-15T06:14,2022-01-15T17:47,41571.22,37411.97,,,0.0,0.0,0.0,0.0,0.0,,15.9,28.8,90,21.98,5.04
Dong Nai,2022-01-16,3,32.7,19.9,34.3,21.9,2022-01-16T06:14,2022-01-16T17:47,41590.86,38291.89,,,0.0,0.0,0.0,0.0,0.0,,14.8,27.7,91,21.74,5.13
Dong Nai,2022-01-17,3,32.2,21.5,35.1,24.0,2022-01-17T06:14,2022-01-17T17:48,41611.09,37582.11,,,0.0,0.0,0.0,0.0,0.0,,14.4,27.7,93,19.72,4.68
Dong Nai,2022-01-18,3,32.6,21.2,35.5,23.1,2022-01-18T06:14,2022-01-18T17:48,41631.85,38307.09,,,0.0,0.0,0.0,0.0,0.0,,15.0,31.0,98,20.43,4.77
Dong Nai,2022-01-19,51,32.3,21.7,36.7,25.4,2022-01-19T06:14,2022-01-19T17:49,41653.14,37908.66,,,0.4,0.4,0.0,0.0,3.0,,17.0,31.0,160,20.13,4.45
Dong Nai,2022-01-20,51,31.2,22.0,34.6,24.3,2022-01-20T06:15,2022-01-20T17:49,41674.94,38010.5,,,0.3,0.3,0.0,0.0,2.0,,15.5,31.0,80,20.19,4.49
Dong Nai,2022-01-21,1,32.8,21.2,35.2,23.8,2022-01-21T06:15,2022-01-21T17:50,41697.2,38246.76,,,0.0,0.0,0.0,0.0,0.0,,17.3,33.8,97,21.1,5.01
Dong Nai,2022-01-22,2,33.0,21.2,35.7,24.3,2022-01-22T06:15,2022-01-22T17:50,41719.91,37835.32,,,0.0,0.0,0.0,0.0,0.0,,17.0,33.1,117,20.24,4.67
Dong Nai,2022-01-23,3,32.8,22.0,35.5,24.4,2022-01-23T06:15,2022-01-23T17:50,41743.04,38131.21,,,0.0,0.0,0.0,0.0,0.0,,14.3,26.6,131,18.6,4.37
Dong Nai,2022-01-24,51,32.0,21.9,35.8,25.1,2022-01-24T06:15,2022-01-24T17:51,41766.83,38376.46,,,0.3,0.3,0.0,0.0,3.0,,16.4,29.2,107,20.74,4.56
Dong Nai,2022-01-25,55,31.7,21.9,35.6,26.1,2022-01-25T06:15,2022-01-25T17:51,41791.34,37486.9,,,2.0,2.0,0.0,0.0,5.0,,16.6,29.9,108,17.12,3.96
Dong Nai,2022-01-26,51,33.4,22.4,36.3,26.6,2022-01-26T06:15,2022-01-26T17:52,41816.54,37636.27,,,0.2,0.2,0.0,0.0,1.0,,21.5,39.2,61,21.0,4.82
Dong Nai,2022-01-27,3,34.1,21.5,35.6,25.4,2022-01-27T06:15,2022-01-27T17:52,41842.39,38054.62,,,0.0,0.0,0.0,0.0,0.0,,21.9,41.0,21,22.12,4.92
Dong Nai,2022-01-28,3,33.3,21.6,36.2,24.5,2022-01-28T06:15,2022-01-28T17:53,41868.87,37600.32,,,0.0,0.0,0.0,0.0,0.0,,15.2,29.2,250,22.26,4.99
Dong Nai,2022-01-29,51,32.3,21.8,36.2,25.8,2022-01-29T06:15,2022-01-29T17:53,41895.91,38400.5,,,0.3,0.3,0.0,0.0,3.0,,16.1,29.5,187,20.05,4.54
Dong Nai,2022-01-30,51,32.1,22.0,37.1,25.8,2022-01-30T06:15,2022-01-30T17:53,41923.5,37854.98,,,1.2,1.2,0.0,0.0,8.0,,17.0,35.6,141,19.27,4.49
Dong Nai,2022-01-31,3,34.0,21.9,36.4,24.2,2022-01-31T06:15,2022-01-31T17:54,41951.59,38741.02,,,0.0,0.0,0.0,0.0,0.0,,23.2,41.4,112,22.15,5.75
Dong Nai,2022-02-01,2,34.5,22.3,35.7,24.4,2022-02-01T06:15,2022-02-01T17:54,41980.15,38863.93,,,0.0,0.0,0.0,0.0,0.0,,21.7,41.0,111,22.6,6.26
Dong Nai,2022-02-02,3,34.8,22.2,38.1,24.3,2022-02-02T06:14,2022-02-02T17:55,42009.14,38888.56,,,0.0,0.0,0.0,0.0,0.0,,21.1,38.2,109,22.06,5.79
Dong Nai,2022-02-03,1,34.2,22.3,37.5,25.2,2022-02-03T06:14,2022-02-03T17:55,42038.53,38711.77,,,0.0,0.0,0.0,0.0,0.0,,16.9,31.7,97,21.88,5.45
Dong Nai,2022-02-04,3,34.3,22.8,37.0,26.2,2022-02-04T06:14,2022-02-04T17:55,42068.29,38837.38,,,0.0,0.0,0.0,0.0,0.0,,14.8,27.0,76,21.88,5.39
Dong Nai,2022-02-05,51,33.3,21.7,36.5,24.3,2022-02-05T06:14,2022-02-05T17:56,42098.38,37096.86,,,0.2,0.2,0.0,0.0,2.0,,11.6,29.9,59,21.3,4.92
Dong Nai,2022-02-06,55,33.4,22.6,36.0,24.0,2022-02-06T06:14,2022-02-06T17:56,42128.76,35126.1,,,2.4,2.4,0.0,0.0,5.0,,18.1,36.7,43,20.13,4.74
Dong Nai,2022-02-07,53,33.9,22.7,37.3,26.2,2022-02-07T06:14,2022-02-07T17:56,42159.4,38991.23,,,0.8,0.8,0.0,0.0,4.0,,18.5,33.8,92,21.32,5.54
Dong Nai,2022-02-08,53,33.8,24.0,37.8,25.9,2022-02-08T06:13,2022-02-08T17:57,42190.28,38247.11,,,1.3,1.3,0.0,0.0,3.0,,20.1,35.3,96,19.76,5.54
Dong Nai,2022-02-09,51,34.2,22.6,37.6,25.1,2022-02-09T06:13,2022-02-09T17:57,42221.35,38445.71,,,0.5,0.5,0.0,0.0,2.0,,19.8,35.6,90,22.13,5.6
Dong Nai,2022-02-10,3,33.9,23.1,38.6,25.7,2022-02-10T06:13,2022-02-10T17:57,42252.59,38401.3,,,0.0,0.0,0.0,0.0,0.0,,15.8,31.3,96,21.28,5.29
Dong Nai,2022-02-11,51,33.9,22.8,38.1,25.4,2022-02-11T06:13,2022-02-11T17:57,42283.97,38881.44,,,0.1,0.1,0.0,0.0,1.0,,19.8,35.3,103,22.01,5.51
Dong Nai,2022-02-12,51,33.8,23.2,37.6,25.9,2022-02-12T06:12,2022-02-12T17:58,42315.46,27918.15,,,0.2,0.2,0.0,0.0,1.0,,18.1,35.3,108,18.15,4.71
Dong Nai,2022-02-13,63,33.0,23.5,37.6,26.0,2022-02-13T06:12,2022-02-13T17:58,42347.32,38708.27,,,5.1,5.1,0.0,0.0,4.0,,20.9,40.0,105,17.46,4.49
Dong Nai,2022-02-14,51,34.5,23.5,38.6,27.0,2022-02-14T06:12,2022-02-14T17:58,42379.64,37987.66,,,0.5,0.5,0.0,0.0,4.0,,18.0,37.4,92,19.91,4.94
Dong Nai,2022-02-15,51,34.3,23.2,37.3,26.5,2022-02-15T06:12,2022-02-15T17:58,42412.41,39240.77,,,0.5,0.5,0.0,0.0,3.0,,27.2,51.1,104,21.22,5.61
Dong Nai,2022-02-16,2,34.5,23.2,36.9,26.4,2022-02-16T06:11,2022-02-16T17:59,42445.57,39172.42,,,0.0,0.0,0.0,0.0,0.0,,22.5,42.1,112,22.18,5.86
Dong Nai,2022-02-17,51,34.4,23.4,38.4,25.7,2022-02-17T06:11,2022-02-17T17:59,42479.11,39437.5,,,0.3,0.3,0.0,0.0,3.0,,17.4,35.3,118,21.89,5.61
Dong Nai,2022-02-18,3,35.3,23.5,39.4,26.0,2022-02-18T06:11,2022-02-18T17:59,42512.97,39630.63,,,0.0,0.0,0.0,0.0,0.0,,20.9,40.7,115,22.28,5.92
Dong Nai,2022-02-19,55,32.9,23.4,38.3,27.0,2022-02-19T06:10,2022-02-19T17:59,42547.14,39120.19,,,2.3,2.3,0.0,0.0,4.0,,12.5,25.2,120,19.52,4.43
Dong Nai,2022-02-20,55,32.4,23.7,36.4,26.5,2022-02-20T06:10,2022-02-20T17:59,42581.59,32703.76,,,1.7,1.7,0.0,0.0,3.0,,17.5,34.2,127,17.02,4.24
Dong Nai,2022-02-21,61,32.6,22.8,37.5,26.6,2022-02-21T06:09,2022-02-21T18:00,42616.28,35459.12,,,2.8,2.8,0.0,0.0,4.0,,14.8,34.6,45,18.22,3.96
Dong Nai,2022-02-22,63,32.9,22.9,38.9,27.1,2022-02-22T06:09,2022-02-22T18:00,42651.18,37318.2,,,6.5,6.5,0.0,0.0,6.0,,14.0,28.1,349,20.77,4.33
Dong Nai,2022-02-23,63,31.7,22.5,36.6,26.8,2022-02-23T06:09,2022-02-23T18:00,42686.27,36124.36,,,6.2,6.2,0.0,0.0,3.0,,9.5,27.7,355,21.09,4.39
Dong Nai,2022-02-24,51,31.0,21.3,34.1,23.4,2022-02-24T06:08,2022-02-24T18:00,42721.5,28800.0,,,0.4,0.4,0.0,0.0,1.0,,16.9,30.6,22,19.83,4.67
Dong Nai,2022-02-25,51,31.3,21.9,34.6,22.9,2022-02-25T06:08,2022-02-25T18:00,42756.86,39392.87,,,0.5,0.5,0.0,0.0,2.0,,12.9,31.3,35,21.43,5.12
Dong Nai,2022-02-26,3,33.0,21.0,37.2,24.5,2022-02-26T06:07,2022-02-26T18:00,42792.3,39971.8,,,0.0,0.0,0.0,0.0,0.0,,13.0,27.7,62,23.85,5.25
Dong Nai,2022-02-27,3,33.7,21.5,37.6,23.3,2022-02-27T06:07,2022-02-27T18:00,42827.81,40349.52,,,0.0,0.0,0.0,0.0,0.0,,19.4,33.5,92,22.83,5.74
Dong Nai,2022-02-28,51,34.7,22.6,39.0,24.3,2022-02-28T06:06,2022-02-28T18:01,42863.36,40387.43,,,0.3,0.3,0.0,0.0,3.0,,16.2,30.6,93,23.17,5.97
Dong Nai,2022-03-01,51,33.5,23.4,38.4,25.3,2022-03-01T06:06,2022-03-01T18:01,42898.91,38054.56,,,0.5,0.5,0.0,0.0,3.0,,16.5,28.8,103,21.38,5.4
Dong Nai,2022-03-02,51,31.9,23.4,34.5,25.4,2022-03-02T06:05,2022-03-02T18:01,42934.43,18398.18,,,0.1,0.1,0.0,0.0,1.0,,15.6,28.8,108,11.42,3.51
Dong Nai,2022-03-03,51,34.0,23.1,39.0,26.7,2022-03-03T06:05,2022-03-03T18:01,42969.91,40198.2,,,0.7,0.7,0.0,0.0,4.0,,17.9,31.7,122,23.03,5.43
Dong Nai,2022-03-04,3,35.5,23.3,39.7,25.6,2022-03-04T06:04,2022-03-04T18:01,43005.31,40537.83,,,0.0,0.0,0.0,0.0,0.0,,19.3,35.3,105,23.8,6.16
Dong Nai,2022-03-05,55,35.2,23.7,39.6,26.3,2022-03-05T06:04,2022-03-05T18:01,43040.89,39458.17,,,2.0,2.0,0.0,0.0,6.0,,18.9,33.8,101,23.07,5.83
Dong Nai,2022-03-06,3,35.9,23.7,38.6,26.5,2022-03-06T06:03,2022-03-06T18:01,43076.73,40612.36,,,0.0,0.0,0.0,0.0,0.0,,21.0,41.4,109,23.72,6.51
Dong Nai,2022-03-07,51,34.9,23.3,39.8,26.7,2022-03-07T06:03,2022-03-07T18:01,43112.82,40065.14,,,0.1,0.1,0.0,0.0,1.0,,21.5,41.0,106,22.72,6.0
Dong Nai,2022-03-08,3,35.1,21.7,38.9,23.5,2022-03-08T06:02,2022-03-08T18:01,43149.12,40687.57,,,0.0,0.0,0.0,0.0,0.0,,15.1,29.9,98,24.93,6.03
Dong Nai,2022-03-09,3,34.9,22.7,37.7,24.6,2022-03-09T06:02,2022-03-09T18:01,43185.62,40725.35,,,0.0,0.0,0.0,0.0,0.0,,18.5,37.1,96,23.48,6.03
Dong Nai,2022-03-10,51,34.7,21.8,38.2,24.1,2022-03-10T06:01,2022-03-10T18:01,43222.29,40331.11,,,0.4,0.4,0.0,0.0,2.0,,19.8,41.8,120,21.99,5.41
Dong Nai,2022-03-11,3,35.0,21.7,37.2,25.0,2022-03-11T06:01,2022-03-11T18:01,43259.09,40801.1,,,0.0,0.0,0.0,0.0,0.0,,20.9,41.8,81,25.16,5.98
Dong Nai,2022-03-12,3,32.2,23.5,36.2,26.8,2022-03-12T06:00,2022-03-12T18:01,43296.0,26130.66,,,0.0,0.0,0.0,0.0,0.0,,18.2,34.9,98,16.92,4.27
Dong Nai,2022-03-13,53,34.1,24.0,37.6,27.0,2022-03-13T05:59,2022-03-13T18:02,43333.01,40474.59,,,2.5,2.5,0.0,0.0,5.0,,21.6,40.0,105,21.29,5.73
Dong Nai,2022-03-14,61,35.1,24.9,40.7,27.1,2022-03-14T05:59,2022-03-14T18:02,43370.07,40914.83,,,1.9,1.9,0.0,0.0,2.0,,21.8,39.2,114,21.18,5.43
Dong Nai,2022-03-15,51,34.2,23.7,40.2,27.3,2022-03-15T05:58,2022-03-15T18:02,43407.18,40952.67,,,0.4,0.4,0.0,0.0,4.0,,17.4,33.5,120,22.67,5.36
Dong Nai,2022-03-16,51,34.1,23.5,38.6,27.0,2022-03-16T05:58,2022-03-16T18:02,43444.29,40734.31,,,0.1,0.1,0.0,0.0,1.0,,19.4,35.3,129,23.5,5.77
Dong Nai,2022-03-17,3,34.6,22.9,39.5,26.6,2022-03-17T05:57,2022-03-17T18:02,43481.4,41028.05,,,0.0,0.0,0.0,0.0,0.0,,12.2,25.2,126,22.2,5.14
Dong Nai,2022-03-18,51,34.1,24.1,40.1,28.3,2022-03-18T05:56,2022-03-18T18:02,43518.46,40417.53,,,1.0,1.0,0.0,0.0,5.0,,14.3,31.3,140,22.59,5.08
Dong Nai,2022-03-19,51,35.1,23.7,41.3,28.3,2022-03-19T05:56,2022-03-19T18:02,43555.46,39577.38,,,0.4,0.4,0.0,0.0,3.0,,16.8,36.0,122,23.21,5.54
Dong Nai,2022-03-20,51,35.0,24.3,39.2,29.0,2022-03-20T05:55,2022-03-20T18:02,43592.37,37724.14,,,0.2,0.2,0.0,0.0,2.0,,18.1,38.2,120,20.76,5.3
Dong Nai,2022-03-21,63,33.4,25.0,37.1,28.6,2022-03-21T05:55,2022-03-21T18:02,43629.17,40371.24,,,3.6,3.6,0.0,0.0,4.0,,23.7,46.8,127,22.31,5.52
Dong Nai,2022-03-22,63,33.3,24.7,37.2,28.6,2022-03-22T05:54,2022-03-22T18:02,43665.82,33738.71,,,5.3,5.3,0.0,0.0,8.0,,17.2,35.6,129,18.95,4.45
